RHO   : 1.225
NU    : 1.463e-05
B     : 2
U_inf : 7.9
RPM   : 140
power : 214.02484297274958
R_out : 1.47
R_in  : 0.059
N     : 200
M     : 200
dt    : 0.05
thrust: 23.99041799066547
eta   : 0.8855247806460868
optsucess:Optimization terminated successfully
îºåar[m],óÉå∑í∑chord[m],éÊïtäptheta[deg],ó¨ì¸äpphi[deg],å}äpalpha[deg],èzä¬gamma,Re,ógóÕåWêîCL,çRóÕåWêîCD,ó¨ì¸ë¨ìxV,ã«èäógóÕdL,ã«èäçRóÕdD
2.600675000000000070e-01,1.892742349776349586e-01,6.407822321379804009e+01,6.418382427711173932e+01,-1.056010633136990756e-01,3.768584399141088337e-01,1.135152497535876901e+05,4.538472481199591901e-01,1.705893178038784055e-02,8.774190021643585524e+00,2.857711538535721504e-02,1.074139071809967040e-03
2.671225000000000405e-01,1.896950539806817326e-01,6.355720790021648270e+01,6.359191537622565704e+01,-3.470747600917502285e-02,3.873923324114188493e-01,1.143554488249567949e+05,4.631053810766883605e-01,1.696575054035341645e-02,8.819524711906804981e+00,2.952767885413661031e-02,1.081739176319338434e-03
2.741774999999999629e-01,1.900191796068753936e-01,6.304233135632787821e+01,6.300449531370402667e+01,3.783604262384838296e-02,3.977893662622180027e-01,1.151524275692383962e+05,4.722432303352502303e-01,1.687984700747307068e-02,8.865841957760991932e+00,3.047938933040308246e-02,1.089454322962282251e-03
2.812324999999999964e-01,1.902570048898196697e-01,6.253405699486287972e+01,6.242230815204458594e+01,1.117488428182949745e-01,4.080798201326228392e-01,1.159114369429286889e+05,4.812874075130243456e-01,1.680030503545482112e-02,8.913124241901620337e+00,3.143461793468708271e-02,1.097288567562263546e-03
2.882875000000000298e-01,1.903399884075196447e-01,6.209728957786770565e+01,6.190803416969136208e+01,1.892554081763435092e-01,4.183740914995189852e-01,1.165849021529282327e+05,4.905780801347769393e-01,1.673067174194828657e-02,8.961002534294346233e+00,3.240070717880060708e-02,1.104993512687262513e-03
2.953425000000000078e-01,1.897638525965890111e-01,6.162453240483669958e+01,6.134491189576460357e+01,2.796205090720964015e-01,4.283534791916927542e-01,1.168690171351909667e+05,5.010586645731365252e-01,1.669590316800398724e-02,9.010112818075118213e+00,3.335536016310487045e-02,1.111442437367150989e-03
3.023974999999999858e-01,1.891472076976220829e-01,6.115326642747062635e+01,6.078626520262013599e+01,3.670012248504881947e-01,4.381307970313119138e-01,1.171360836026942561e+05,5.113270305650872150e-01,1.666360890591991537e-02,9.060143810565813638e+00,3.430614979912335882e-02,1.118001257803106314e-03
3.094525000000000192e-01,1.884948594803949884e-01,6.068918116945071972e+01,6.023446153548055548e+01,4.547196339701641277e-01,4.477362478477462937e-01,1.173882124406408839e+05,5.214148978226247344e-01,1.663347667863475030e-02,9.111068348180596743e+00,3.525532047413888759e-02,1.124667809364878488e-03
3.165074999999999972e-01,1.878099763883479545e-01,6.022925932465128085e+01,5.968867319704730789e+01,5.405861276039758412e-01,4.571803461115956368e-01,1.176267720835772343e+05,5.313333088866686316e-01,1.660529410142965248e-02,9.162876800667662636e+00,3.620366237867517906e-02,1.131441321844540125e-03
3.235624999999999751e-01,1.870956837420542362e-01,5.977594650730384274e+01,5.915021631114630907e+01,6.257301961575321148e-01,4.664733502516981711e-01,1.178529780728351034e+05,5.410930373971415408e-01,1.657887462202804058e-02,9.215547011670718547e+00,3.715190291524383265e-02,1.138319471572707799e-03
3.306175000000000086e-01,1.863543135782892990e-01,5.932804612695804991e+01,5.861826622905753936e+01,7.097798979005089937e-01,4.756176934925157029e-01,1.180677389182228217e+05,5.506966387828148290e-01,1.655407385708086709e-02,9.269069157596563358e+00,3.810019792291931273e-02,1.145301143982735935e-03
3.376724999999999866e-01,1.855881329911809041e-01,5.888584370308113591e+01,5.809283626416840463e+01,7.930074389127300671e-01,4.846162554256405186e-01,1.182718871019613289e+05,5.601471372575745900e-01,1.653076111613218865e-02,9.323428607280177971e+00,3.904871384013195584e-02,1.152384645833869894e-03
3.447275000000000200e-01,1.847992191766462400e-01,5.844920910096665523e+01,5.757390750301657789e+01,8.753015979500797794e-01,4.934712963736246905e-01,1.184661644523582800e+05,5.694469066645957422e-01,1.650882038242664981e-02,9.378610979309957685e+00,3.999756242764471170e-02,1.159568286568650247e-03
3.517824999999999980e-01,1.839894928113324224e-01,5.801816327243626858e+01,5.706151325473815206e+01,9.566500176981165282e-01,5.021845596525683630e-01,1.186512352063023864e+05,5.785977778748849776e-01,1.648814815155459981e-02,9.434601642432959068e+00,4.094680592332376051e-02,1.166850320228340464e-03
3.588374999999999759e-01,1.831606060453237761e-01,5.759221133844788199e+01,5.655494941230368511e+01,1.037261926144197766e+00,5.107561671953119165e-01,1.188276726578389498e+05,5.875998789451397641e-01,1.646865430770110342e-02,9.491390580756204898e+00,4.189638690305112767e-02,1.174229501011288604e-03
3.658925000000000094e-01,1.823143687832917692e-01,5.717209003124322209e+01,5.605488326461335191e+01,1.117206766629869730e+00,5.191897968231814486e-01,1.189960720778083778e+05,5.964570724086281084e-01,1.645024921166670512e-02,9.548959558791962010e+00,4.284649589510142187e-02,1.181703710000097654e-03
3.729474999999999874e-01,1.814523043559040649e-01,5.675790685505698718e+01,5.556110010074310424e+01,1.196806754313882282e+00,5.274869100874618466e-01,1.191569352954596834e+05,6.051708932204121760e-01,1.643285616361730289e-02,9.607295810106107226e+00,4.379716067090621417e-02,1.189271410344761200e-03
3.800025000000000208e-01,1.805758659512023967e-01,5.634969792370362285e+01,5.507356162450460602e+01,1.276136299199019497e+00,5.356492372841682448e-01,1.193107281865595432e+05,6.137431585775032783e-01,1.641640467512169715e-02,9.666385616785925450e+00,4.474842085267790454e-02,1.196930955601762346e-03
3.870574999999999988e-01,1.796864915855395373e-01,5.594773928405417251e+01,5.459272746861143588e+01,1.355011815442733525e+00,5.436791909681343293e-01,1.194578915814397769e+05,6.221764022009496076e-01,1.640082906149789230e-02,9.726212240080876370e+00,4.570035355977452446e-02,1.204680351315861675e-03
3.941124999999999767e-01,1.787852883878973953e-01,5.555092695828561489e+01,5.411774341559495127e+01,1.433183542690664725e+00,5.515757455871459491e-01,1.195987708055869443e+05,6.304695470320271777e-01,1.638607559368496919e-02,9.786767315493406727e+00,4.665278024872792501e-02,1.212518491035690076e-03
4.011675000000000102e-01,1.778735410962363761e-01,5.515964784058770221e+01,5.364913999096548025e+01,1.510507849622223286e+00,5.593412413761912338e-01,1.197337435507905320e+05,6.386250508398052528e-01,1.637208875342293854e-02,9.848033931029272381e+00,4.760575804556579221e-02,1.220443349146806394e-03
4.082224999999999882e-01,1.769522696699577791e-01,5.477317536038018631e+01,5.318634390881999963e+01,1.586831451560189343e+00,5.669755314328446261e-01,1.198631170259562641e+05,6.466427593439485477e-01,1.635882187073677344e-02,9.910002315090162384e+00,4.855916156438417480e-02,1.228453675148264562e-03
4.152775000000000216e-01,1.760225988729798574e-01,5.439177204659246456e+01,5.272973262221405122e+01,1.662039424378416452e+00,5.744809012947069693e-01,1.199872160451669915e+05,6.545250728690616970e-01,1.634622782608745328e-02,9.972656817818723596e+00,4.951303819189144251e-02,1.236547591826688951e-03
4.223324999999999996e-01,1.750854802753670503e-01,5.401506620230593825e+01,5.227904763752947304e+01,1.736018564776462325e+00,5.818581517246028678e-01,1.201063178261355788e+05,6.622728323948374740e-01,1.633426563442921114e-02,1.003598600542308716e+01,5.046732397485546168e-02,1.244723677828027527e-03
4.293874999999999775e-01,1.741419035593486375e-01,5.364331537554695473e+01,5.183463354805322609e+01,1.808681827493728855e+00,5.891092883379183132e-01,1.202206988060207805e+05,6.698881442650770346e-01,1.632289554655355981e-02,1.009997471936824454e+01,5.142203548520805911e-02,1.252980100039038144e-03
4.364425000000000110e-01,1.731926975551466019e-01,5.327621404298572827e+01,5.139628431456264934e+01,1.879929728423079593e+00,5.962344027759999276e-01,1.203305866981132276e+05,6.773711047236484761e-01,1.631208371941889057e-02,1.016461148907766621e+01,5.237703643020113348e-02,1.261315396045806442e-03
4.434974999999999890e-01,1.722386234815822259e-01,5.291337048459458714e+01,5.096370126691397218e+01,1.949669217680613409e+00,6.032331392159052674e-01,1.204361872203689854e+05,6.847213400770437719e-01,1.630179936528732693e-02,1.022988562854144057e+01,5.333214816527477586e-02,1.269728177322852931e-03
4.505524999999999669e-01,1.712804583257767632e-01,5.255477415913097872e+01,5.053694668773249532e+01,2.017827471398481176e+00,6.101061270252193802e-01,1.205377069696811086e+05,6.919395113016995058e-01,1.629201243756163084e-02,1.029578429555756713e+01,5.428726075456541400e-02,1.278216828159844075e-03
4.576075000000000004e-01,1.703188990263609370e-01,5.220005282511780109e+01,5.011586422050904588e+01,2.084188604608756101e+00,6.168534234092204471e-01,1.206353307192617067e+05,6.990256784759260045e-01,1.628269578030159051e-02,1.036229624846059494e+01,5.524221583025202414e-02,1.286779902785405725e-03
4.646624999999999783e-01,1.693545900282007188e-01,5.184890953195123586e+01,4.970019425197450857e+01,2.148715279976726844e+00,6.234750338821661853e-01,1.207292306241238111e+05,7.059798473909246752e-01,1.627382414804499910e-02,1.042941111744780258e+01,5.619684855040376487e-02,1.295416058069400389e-03
4.717175000000000118e-01,1.683882010788078087e-01,5.150181635928647950e+01,4.929004639144518052e+01,2.211769967841302531e+00,6.299722252736426054e-01,1.208195852895055723e+05,7.128033485005123016e-01,1.626537236310017856e-02,1.049711631492643527e+01,5.715109011208502343e-02,1.304123730038127954e-03
4.787724999999999898e-01,1.674203435875347146e-01,5.115866087944800711e+01,4.888540374838585478e+01,2.273257131062153658e+00,6.363459647215354842e-01,1.209065578838448564e+05,7.194971975153304777e-01,1.625731735389441060e-02,1.056540026102509522e+01,5.810484617842968241e-02,1.312901464222621713e-03
4.858274999999999677e-01,1.664515759452037669e-01,5.081938020291026703e+01,4.848614507781784511e+01,2.333235125092420592e+00,6.425968882766801560e-01,1.209902969846390915e+05,7.260620624307204674e-01,1.624963799803102668e-02,1.063425224323491491e+01,5.905799279296038151e-02,1.321747896540871343e-03
4.928825000000000012e-01,1.654824531139516275e-01,5.048414187762228522e+01,4.809237115966261911e+01,2.391770717959667891e+00,6.487260315883435213e-01,1.210709472746890242e+05,7.324990309095653629e-01,1.624231408226859200e-02,1.070366026909814394e+01,6.001043134037706284e-02,1.330661520237774427e-03
4.999374999999999791e-01,1.645134287219126301e-01,5.015263000089409218e+01,4.770371587625179188e+01,2.448914124642303403e+00,6.547332109737677985e-01,1.211486290186316037e+05,7.388079100439720603e-01,1.623532811482807092e-02,1.077361560276387387e+01,6.096196449844131643e-02,1.339641174250270385e-03
5.069925000000000681e-01,1.635450276794394309e-01,4.982524622831267891e+01,4.732051615611639761e+01,2.504730072196280410e+00,6.606199272868279460e-01,1.212234766262464836e+05,7.449902760654947276e-01,1.622866179494411240e-02,1.084410506517005501e+01,6.191252171368032825e-02,1.348685221866063356e-03
5.140474999999999905e-01,1.625776086163444045e-01,4.950156308311859021e+01,4.694216218422984355e+01,2.559400898888746667e+00,6.663851751041286464e-01,1.212955854367087450e+05,7.510450730551614384e-01,1.622230073956577867e-02,1.091512189188793336e+01,6.286183054922910018e-02,1.357792703520365254e-03
5.211024999999999130e-01,1.616116288438399218e-01,4.918160221805690924e+01,4.656887857773924821e+01,2.612723640317657914e+00,6.720304056364049261e-01,1.213650753507776244e+05,7.569738251081483682e-01,1.621622878018746244e-02,1.098665402412071046e+01,6.380981393520612777e-02,1.366962115297265003e-03
5.281574999999999465e-01,1.606474511341287603e-01,4.886517076001366888e+01,4.620037610375107562e+01,2.664794656262593708e+00,6.775560005148481002e-01,1.214320464741147007e+05,7.627769330223850286e-01,1.621043188145948263e-02,1.105869297878252233e+01,6.475631150679533876e-02,1.376192345534222369e-03
5.352124999999999799e-01,1.596854780275893670e-01,4.855261228688740260e+01,4.583680290426949000e+01,2.715809382617915269e+00,6.829637220589538371e-01,1.214966096047015308e+05,7.684562476266856290e-01,1.620489545305334178e-02,1.113122758858310135e+01,6.570127604334635718e-02,1.385482013716213658e-03
5.422675000000000134e-01,1.587260666897208905e-01,4.824399958835171276e+01,4.547816698471985575e+01,2.765832603631856568e+00,6.882548869923603707e-01,1.215588641076961067e+05,7.740131517747570467e-01,1.619960625798368831e-02,1.120424778982294178e+01,6.664462300451409749e-02,1.394829854517854253e-03
5.493225000000000469e-01,1.577695413135658253e-01,4.793934902691155031e+01,4.512443086644222490e+01,2.814918160469322306e+00,6.934304150589776228e-01,1.216188992849418573e+05,7.794486114029887114e-01,1.619455224704170054e-02,1.127774399116990622e+01,6.758623050511597397e-02,1.404234641108127388e-03
5.563774999999999693e-01,1.568161915939714768e-01,4.763858309669384994e+01,4.477546827778810723e+01,2.863114818905740933e+00,6.984908563344163213e-01,1.216767953738919023e+05,7.847632042135466168e-01,1.618972243215685905e-02,1.135170736022690541e+01,6.852594271447125240e-02,1.413695221682796438e-03
5.634324999999998917e-01,1.558663379647020619e-01,4.734221775129310572e+01,4.443160419121899452e+01,2.910613560074110318e+00,7.034374184692914200e-01,1.217326356662125181e+05,7.899581985091190806e-01,1.618510585068268920e-02,1.142612627622012766e+01,6.946364883646115318e-02,1.423210128478458831e-03
5.704874999999999252e-01,1.549201297458864812e-01,4.704954848425434477e+01,4.409200101272019623e+01,2.957547471534148098e+00,7.082679021921323148e-01,1.217864613121939037e+05,7.950312845637936832e-01,1.618069525951932111e-02,1.150099688090860539e+01,7.039894535337733183e-02,1.432778688677061995e-03
5.775424999999999587e-01,1.539778491467456434e-01,4.676062983422563235e+01,4.375692252081981337e+01,3.003707313405815871e+00,7.129836230615919090e-01,1.218383496325547749e+05,7.999838440077828849e-01,1.617648064762959581e-02,1.157630831318798137e+01,7.133172819874650239e-02,1.442399530205726137e-03
5.845974999999999921e-01,1.530396938253802686e-01,4.647488095251431872e+01,4.342603990016257143e+01,3.048841052351746406e+00,7.175848228128236528e-01,1.218883623158376140e+05,8.048161307169527934e-01,1.617245351590695934e-02,1.165205376531517878e+01,7.226180930735498498e-02,1.452071730915065542e-03
5.916525000000000256e-01,1.521059506147151852e-01,4.619281775436253668e+01,4.309988419036739060e+01,3.092933563995146073e+00,7.220740955878242051e-01,1.219365829441901005e+05,8.095308691194021966e-01,1.616860383606955054e-02,1.172822102793471011e+01,7.318920230232955904e-02,1.461793814473768237e-03
5.987075000000000591e-01,1.511767684126525679e-01,4.591408736139524649e+01,4.277804762633694935e+01,3.136039735058298028e+00,7.264509302128078216e-01,1.219830581416527129e+05,8.141275223685642271e-01,1.616492475971835138e-02,1.180480413327196132e+01,7.411364562865543903e-02,1.471564923600848221e-03
6.057625000000000925e-01,1.502523230761370621e-01,4.563862331603368006e+01,4.246044828349969436e+01,3.178175032533984368e+00,7.307157484503984390e-01,1.220278418280943588e+05,8.186065334093295398e-01,1.616140903188471520e-02,1.188179516559205240e+01,7.503495654145221627e-02,1.481384004236536555e-03
6.128174999999999040e-01,1.493328015043114965e-01,4.536651453821847468e+01,4.214720856079458855e+01,3.219305977423888354e+00,7.348696135479604319e-01,1.220709918134109757e+05,8.229690188887439639e-01,1.615804927686283893e-02,1.195918507012433274e+01,7.595300893064141357e-02,1.491249892595553073e-03
6.198724999999999374e-01,1.484183578304255902e-01,4.509773104110671227e+01,4.183833396509099600e+01,3.259397076015713601e+00,7.389128229771880774e-01,1.221125552217736840e+05,8.272152912184806972e-01,1.615483912863253241e-02,1.203696570296048129e+01,7.686760206536231987e-02,1.501161497801296266e-03
6.269274999999999709e-01,1.475091004766036218e-01,4.483195679611660012e+01,4.153357462164012759e+01,3.298382174476470752e+00,7.428445421431599804e-01,1.221525653440229653e+05,8.313444738875936935e-01,1.615177343501630891e-02,1.211513069504824358e+01,7.777842547985470978e-02,1.511117889084293356e-03
6.339825000000000044e-01,1.466051298653238411e-01,4.456877670539237357e+01,4.123267523013073088e+01,3.336101475261640470e+00,7.466641024574836027e-01,1.221910553331980627e+05,8.353558647290448835e-01,1.614884717731260994e-02,1.219367385825369787e+01,7.868518202040809817e-02,1.521118164387043380e-03
6.410375000000000378e-01,1.457065616040212619e-01,4.430799478252621526e+01,4.093553463089537559e+01,3.372460151630837899e+00,7.503719393823833350e-01,1.222280675201315753e+05,8.392499210753632255e-01,1.614605476916191121e-02,1.227258819461548356e+01,7.958768154256057326e-02,1.531161377400244803e-03
6.480925000000000713e-01,1.448135487294974211e-01,4.405019158081613995e+01,4.064247257620841935e+01,3.407719004607721036e+00,7.539699370326108374e-01,1.222636563905309740e+05,8.430286216675650923e-01,1.614338985919480662e-02,1.235186423291566093e+01,8.048587055304495808e-02,1.541246350479018442e-03
6.551474999999998827e-01,1.439262037837610309e-01,4.379560776690845358e+01,4.035363767463277185e+01,3.441970092275681736e+00,7.574586127928056856e-01,1.222978605976142426e+05,8.466925098750004430e-01,1.614084743415273443e-02,1.243149373432561156e+01,8.137955868313000163e-02,1.551371986457045129e-03
6.622024999999999162e-01,1.430445402159053470e-01,4.354335358201836925e+01,4.006838261154182845e+01,3.474970970476539911e+00,7.608355991417817821e-01,1.223306889790919813e+05,8.502390992720021412e-01,1.613842480077560745e-02,1.251147353868118017e+01,8.226827542515638414e-02,1.561537663435118902e-03
6.692574999999999497e-01,1.421686308768196350e-01,4.329317090526496514e+01,3.978660749329827695e+01,3.506563411966691302e+00,7.641008299494882472e-01,1.223621715800432139e+05,8.536683204072564868e-01,1.613611778145731396e-02,1.259179721416248654e+01,8.315177017580890895e-02,1.571742473298551931e-03
6.763124999999999831e-01,1.412985929322443657e-01,4.304545412073073152e+01,3.950870824521013702e+01,3.536745875520592719e+00,7.672559264350101715e-01,1.223923529396171944e+05,8.569818759226532912e-01,1.613392125562248397e-02,1.267245544593094309e+01,8.402995509904305493e-02,1.581985240028361064e-03
6.833675000000000166e-01,1.404344480784272819e-01,4.280017634158875950e+01,3.923426152974739978e+01,3.565914811841359278e+00,7.702997602607450922e-01,1.224212495987229922e+05,8.601785808118690424e-01,1.613183225452272801e-02,1.275344408822755149e+01,8.490247528087042916e-02,1.592265280463102655e-03
6.904225000000000501e-01,1.395762662056267422e-01,4.255759510561919967e+01,3.896338956328010283e+01,3.594205542339095061e+00,7.732328096390926886e-01,1.224488920545352303e+05,8.632589373046584136e-01,1.612984688902961705e-02,1.283475578948846163e+01,8.576912708430571575e-02,1.602581598512120998e-03
6.974775000000000835e-01,1.387240748540130297e-01,4.231731165920518833e+01,3.869586020529217052e+01,3.621451453913017371e+00,7.760544673986946584e-01,1.224752991628333548e+05,8.662223077355767353e-01,1.612796220217893942e-02,1.291638548419137678e+01,8.662959977141111712e-02,1.612933421624261100e-03
7.045324999999998949e-01,1.378778978358161933e-01,4.207900915547997300e+01,3.843140291903704764e+01,3.647606236442927141e+00,7.787645327978899301e-01,1.225004923646004027e+05,8.690684812810759441e-01,1.612617513600061656e-02,1.299832845891093491e+01,8.748362658023596528e-02,1.623320042266136916e-03
7.115874999999999284e-01,1.370378139748010538e-01,4.184303393498539947e+01,3.817033760167888090e+01,3.672696333306516348e+00,7.813651063889868187e-01,1.225245130507046124e+05,8.717996639899141531e-01,1.612448131552248268e-02,1.308057662289786194e+01,8.833117526626356464e-02,1.633740461243726651e-03
