”¼Œar[mm],—ƒŒ·’·chord[mm],æ•tŠptheta[deg]
0.0,-0.05623364560867627,nan
0.001,-0.05518998534600345,nan
0.002,-0.05414632508333065,nan
0.003,-0.05310266482065784,nan
0.004,-0.05205900455798503,nan
0.005,-0.05101534429531223,nan
0.006,-0.04997168403263942,nan
0.007,-0.048928023769966605,nan
0.008,-0.047884363507293796,nan
0.009000000000000001,-0.04684070324462099,nan
0.01,-0.04579704298194818,nan
0.011,-0.04475338271927538,nan
0.012,-0.04370972245660257,nan
0.013000000000000001,-0.04266606219392976,nan
0.014,-0.04162240193125695,nan
0.015,-0.04057874166858414,nan
0.016,-0.03953508140591133,nan
0.017,-0.03849142114323852,nan
0.018000000000000002,-0.037447760880565714,nan
0.019,-0.036404100617892905,nan
0.02,-0.035360440355220096,nan
0.021,-0.03431678009254729,nan
0.022,-0.033273119829874485,nan
0.023,-0.032229459567201676,nan
0.024,-0.031185799304528868,nan
0.025,-0.03014213904185606,nan
0.026000000000000002,-0.02909847877918325,nan
0.027,-0.028054818516510448,nan
0.028,-0.02701115825383764,nan
0.029,-0.02596749799116483,nan
0.03,-0.02492383772849202,nan
0.031,-0.023880177465819212,nan
0.032,-0.022836517203146403,nan
0.033,-0.021792856940473594,nan
0.034,-0.020749196677800785,nan
0.035,-0.019705536415127976,nan
0.036000000000000004,-0.018661876152455167,nan
0.037,-0.017618215889782365,nan
0.038,-0.016574555627109553,nan
0.039,-0.015530895364436744,nan
0.04,-0.014487235101763935,nan
0.041,-0.013443574839091126,nan
0.042,-0.012399914576418317,nan
0.043000000000000003,-0.011356254313745508,nan
0.044,-0.010312594051072706,nan
0.045,-0.009268933788399897,nan
0.046,-0.008225273525727089,nan
0.047,-0.00718161326305428,nan
0.048,-0.006137953000381471,nan
0.049,-0.005094292737708662,nan
0.05,-0.004050632475035853,nan
0.051000000000000004,-0.003006972212363044,nan
0.052000000000000005,-0.0019633119496902333,nan
0.053,-0.000919651687017433,nan
0.054,0.00012400857565537764,nan
0.055,0.0011676688383281857,nan
0.056,0.0022113291010009955,nan
0.057,0.0032549893636738044,nan
0.058,0.004298649626346613,nan
0.059000000000000004,0.005342309889019422,nan
0.06,0.006385970151692224,nan
0.061,0.007429630414365033,nan
0.062,0.008473290677037842,nan
0.063,0.009516950939710653,nan
0.064,0.010560611202383462,nan
0.065,0.01160427146505627,nan
0.066,0.01264793172772908,nan
0.067,0.013691591990401888,nan
0.068,0.014735252253074697,nan
0.069,0.015778912515747506,nan
0.07,0.016855571630341255,nan
0.07100000000000001,0.01795059197382486,nan
0.07200000000000001,0.019045612317308468,nan
0.073,0.02014063266079206,nan
0.074,0.021235653004275663,nan
0.075,0.022330673347759268,nan
0.076,0.023425693691242876,nan
0.077,0.02460305651974578,82.50017159208082
0.078,0.025809727690374193,82.3640808813963
0.079,0.02701639886100261,82.22799017071179
0.08,0.028223070031631027,82.09189946002728
0.081,0.02942974120225944,81.95580874934276
0.082,0.030636412372887858,81.81971803865825
0.083,0.03184308354351627,81.68362732797374
0.084,0.033175029098183144,81.55320061192467
0.085,0.0345321800093983,81.42391349839984
0.08600000000000001,0.035889330920613444,81.29462638487503
0.08700000000000001,0.03724648183182859,81.1653392713502
0.088,0.03860363274304372,81.0360521578254
0.089,0.03996078365425887,80.90676504430057
0.09,0.041317934565474015,80.77747793077576
0.091,0.042892818901793826,80.66354641470011
0.092,0.04448472283198974,80.55081520139004
0.093,0.04607662676218566,80.43808398807997
0.094,0.04766853069238157,80.3253527747699
0.095,0.04926043462257748,80.21262156145983
0.096,0.05085233855277339,80.09989034814974
0.097,0.05245331829335354,79.98925198891077
0.098,0.05444859157395972,79.96953651209375
0.099,0.05644386485456589,79.94982103527674
0.1,0.058439138135172056,79.93010555845972
0.101,0.060434411415778225,79.9103900816427
0.10200000000000001,0.0624296846963844,79.89067460482569
0.10300000000000001,0.06442495797699058,79.87095912800866
0.10400000000000001,0.06641810226871997,79.84281283846391
0.105,0.06839525649505579,79.75134576396405
0.106,0.07037241072139162,79.65987868946418
0.107,0.07234956494772746,79.56841161496432
0.108,0.07432671917406329,79.47694454046444
0.109,0.07630387340039912,79.38547746596458
0.11,0.07828102762673496,79.29401039146471
0.111,0.08019981898510779,79.18170367391181
0.112,0.08190232442102954,78.99216769092706
0.113,0.08360482985695128,78.80263170794231
0.114,0.08530733529287303,78.61309572495756
0.115,0.08700984072879477,78.42355974197281
0.116,0.08871234616471652,78.23402375898806
0.117,0.09041485160063827,78.04448777600331
0.11800000000000001,0.09208373888845985,77.8681270001394
0.11900000000000001,0.09367691701348675,77.72143721917367
0.12,0.09527009513851364,77.57474743820794
0.121,0.09686327326354055,77.4280576572422
0.122,0.09845645138856746,77.28136787627646
0.123,0.10004962951359436,77.13467809531073
0.124,0.10164280763862127,76.987988314345
0.125,0.10319672640694985,76.85236703776376
0.126,0.10469236575757096,76.73317664657314
0.127,0.10618800510819207,76.61398625538253
0.128,0.10768364445881318,76.49479586419191
0.129,0.10917928380943429,76.37560547300131
0.13,0.1106749231600554,76.2564150818107
0.131,0.1121705625106765,76.13722469062009
0.132,0.11357086883255067,76.01323631962444
0.133,0.11487488400478597,75.88440174792119
0.134,0.11617889917702129,75.75556717621795
0.135,0.11748291434925659,75.6267326045147
0.136,0.1187869295214919,75.49789803281145
0.137,0.12009094469372722,75.3690634611082
0.138,0.12139495986596252,75.24022888940495
0.139,0.12267218370800637,75.11484175957182
0.14,0.12393098144531935,74.9918256551599
0.14100000000000001,0.12518977918263235,74.86880955074798
0.14200000000000002,0.12644857691994535,74.74579344633607
0.14300000000000002,0.12770737465725834,74.62277734192416
0.14400000000000002,0.12896617239457134,74.49976123751225
0.145,0.13022497013188428,74.37674513310033
0.146,0.13147352311270105,74.29204567400627
0.147,0.1327174193860195,74.22476287187489
0.148,0.13396131565933797,74.15748006974351
0.149,0.13520521193265644,74.09019726761213
0.15,0.13644910820597492,74.02291446548074
0.151,0.1376930044792934,73.95563166334935
0.152,0.13893690075261186,73.88834886121796
0.153,0.13996216126221292,73.7886942007984
0.154,0.14092665080873595,73.68004161171726
0.155,0.14189114035525902,73.57138902263613
0.156,0.14285562990178205,73.462736433555
0.157,0.1438201194483051,73.35408384447386
0.158,0.14478460899482815,73.24543125539272
0.159,0.1457490985413512,73.13677866631159
0.16,0.14664836835889933,73.02892027260141
0.161,0.14753853342795809,72.92117274947007
0.162,0.14842869849701684,72.81342522633875
0.163,0.1493188635660756,72.70567770320741
0.164,0.15020902863513433,72.59793018007609
0.165,0.15109919370419309,72.49018265694475
0.166,0.15198935877325184,72.38243513381343
0.167,0.1528231362987046,72.27603850668433
0.168,0.15365531931778287,72.16968007969925
0.169,0.15448750233686118,72.06332165271417
0.17,0.15531968535593946,71.95696322572908
0.171,0.15615186837501774,71.850604798744
0.17200000000000001,0.15698405139409602,71.74424637175892
0.17300000000000001,0.15781296949088816,71.63795708198083
0.17400000000000002,0.1585967832909123,71.53262290991395
0.17500000000000002,0.15938059709093647,71.42728873784706
0.176,0.1601644108909606,71.3219545657802
0.177,0.16094822469098474,71.21662039371333
0.178,0.16173203849100887,71.11128622164644
0.179,0.16251585229103302,71.00595204957956
0.18,0.16329231410923248,70.90320318363725
0.181,0.16403088494418167,70.81377858772149
0.182,0.16476945577913082,70.72435399180571
0.183,0.16550802661407998,70.63492939588996
0.184,0.16624659744902914,70.5455047999742
0.185,0.1669851682839783,70.45608020405842
0.186,0.16772373911892746,70.36665560814266
0.187,0.16839965711653382,70.2763638229179
0.188,0.16889491596180217,70.1835715015303
0.189,0.1693901748070705,70.0907791801427
0.19,0.16988543365233885,69.99798685875511
0.191,0.17038069249760718,69.9051945373675
0.192,0.17087595134287553,69.81240221597992
0.193,0.17137121018814386,69.71960989459232
0.194,0.17185168384265379,69.62791185890394
0.195,0.1723049988843521,69.53822389410986
0.196,0.17275831392605046,69.4485359293158
0.197,0.17321162896774878,69.35884796452171
0.198,0.1736649440094471,69.26915999972765
0.199,0.17411825905114545,69.17947203493358
0.2,0.17457157409284377,69.0897840701395
0.201,0.1750081555607636,69.00045739114623
0.202,0.1754240771415044,68.91157676892378
0.203,0.1758399987222452,68.82269614670133
0.20400000000000001,0.17625592030298604,68.7338155244789
0.20500000000000002,0.17667184188372684,68.64493490225645
0.20600000000000002,0.17708776346446764,68.556054280034
0.20700000000000002,0.17750368504520844,68.46717365781156
0.20800000000000002,0.1779012313802102,68.3782643272221
0.209,0.17828328154023387,68.2893307863508
0.21,0.17866533170025753,68.20039724547951
0.211,0.1790473818602812,68.11146370460821
0.212,0.17942943202030487,68.02253016373692
0.213,0.17981148218032855,67.93359662286561
0.214,0.1801935323403522,67.84466308199431
0.215,0.18055619367402645,67.7567426179145
0.216,0.1809078299887961,67.66939821710827
0.217,0.18125946630356574,67.58205381630204
0.218,0.18161110261833538,67.4947094154958
0.219,0.18196273893310502,67.40736501468957
0.22,0.1823143752478747,67.32002061388334
0.221,0.18266601156264434,67.23267621307711
0.222,0.18299710973278663,67.14648535403508
0.223,0.1833207076248568,67.06071575427211
0.224,0.183644305516927,66.97494615450915
0.225,0.18396790340899719,66.8891765547462
0.226,0.1842915013010674,66.80340695498323
0.227,0.18461509919313757,66.71763735522028
0.228,0.18493869708520777,66.63186775545732
0.229,0.18524092441752102,66.54744204746962
0.23,0.1855386968597339,66.46329648610576
0.231,0.18583646930194678,66.3791509247419
0.232,0.18613424174415968,66.29500536337804
0.233,0.18643201418637256,66.21085980201418
0.234,0.18672978662858544,66.12671424065033
0.23500000000000001,0.18702755907079832,66.04256867928648
0.23600000000000002,0.18725310211228943,65.9655720601364
0.23700000000000002,0.18747257710114537,65.88917602962759
0.23800000000000002,0.18769205209000134,65.81277999911879
0.23900000000000002,0.18791152707885728,65.73638396860999
0.24,0.18813100206771324,65.65998793810118
0.241,0.18835047705656918,65.58359190759238
0.242,0.1885677432361769,65.5071864958068
0.243,0.18866100055370477,65.4302543923404
0.244,0.18875425787123265,65.35332228887398
0.245,0.18884751518876053,65.27639018540758
0.246,0.1889407725062884,65.19945808194116
0.247,0.18903402982381629,65.12252597847475
0.248,0.18912728714134416,65.04559387500834
0.249,0.18921866062448373,64.96869918063375
0.25,0.1892951727474488,64.89209960242789
0.251,0.18937168487041392,64.81550002422203
0.252,0.189448196993379,64.73890044601617
0.253,0.1895247091163441,64.66230086781032
0.254,0.18960122123930917,64.58570128960446
0.255,0.18967773336227425,64.5091017113986
0.256,0.189751236144433,64.4328474988161
0.257,0.18981324542013864,64.35791233325291
0.258,0.18987525469584426,64.28297716768972
0.259,0.1899372639715499,64.20804200212653
0.26,0.18999927324725552,64.13310683656333
0.261,0.19006128252296114,64.05817167100014
0.262,0.19012329179866677,63.98323650543695
0.263,0.1901812650662342,63.90867825411989
0.264,0.19022993216627637,63.83498908606458
0.265,0.19027859926631854,63.761299918009264
0.266,0.19032726636636071,63.687610749953954
0.267,0.19037593346640289,63.613921581898644
0.268,0.19042460056644506,63.54023241384333
0.269,0.19047326766648723,63.46654324578802
0.27,0.1905170301249531,63.39314656547926
0.271,0.19055335850404861,63.320193215654285
0.272,0.19058968688314415,63.247239865829314
0.273,0.19062601526223966,63.17428651600434
0.274,0.1906623436413352,63.10133316617936
0.275,0.1906986720204307,63.02837981635439
0.276,0.1907350003995262,62.95542646652941
0.277,0.19076601033421928,62.8831692566283
0.278,0.19079153984143163,62.811629388882245
0.279,0.190817069348644,62.74008952113619
0.28,0.19084259885585636,62.66854965339014
0.281,0.1908681283630687,62.597009785644076
0.28200000000000003,0.1908936578702811,62.52546991789802
0.28300000000000003,0.19091918737749344,62.45393005015197
0.28400000000000003,0.19088655854207862,62.38943495035341
0.28500000000000003,0.19081309512567027,62.329886176986086
