RHO   : 1.225
NU    : 1.463e-05
B     : 2
U_inf : 7.9
RPM   : 140
power : 231.5127449134942
R_out : 1.52
R_in  : 0.059
N     : 200
M     : 200
dt    : 0.05
thrust: 25.990052769998552
eta   : 0.8868687421926075
optsucess:Optimization terminated successfully
îºåar[m],óÉå∑í∑chord[m],éÊïtäptheta[deg],ó¨ì¸äpphi[deg],å}äpalpha[deg],èzä¬gamma,Re,ógóÕåWêîCL,çRóÕåWêîCD,ó¨ì¸ë¨ìxV,ã«èäógóÕdL,ã«èäçRóÕdD
1.357025000000000037e-01,1.145211830741260650e-01,7.560316347902480061e+01,7.520429098448613559e+01,3.988724945386712961e-01,1.601537979595588634e-01,6.380991815591258637e+04,3.431110652138975592e-01,2.706553278753423900e-02,8.151671835390922993e+00,1.168261968555681270e-02,9.215567733049125337e-04
1.430075000000000096e-01,1.237948622136536697e-01,7.469707245709207655e+01,7.449682621696004503e+01,2.002462401320319052e-01,1.749263540895342195e-01,6.920394107484968845e+04,3.455493547191736958e-01,2.549455295934607152e-02,8.178478814231311844e+00,1.280218463641289058e-02,9.445422766701656566e-04
1.503125000000000155e-01,1.326482389596739253e-01,7.377420781153776375e+01,7.372925761179209303e+01,4.495019974566944604e-02,1.893870994269614694e-01,7.441088561500489595e+04,3.479361781832032152e-01,2.420090654298867605e-02,8.206903198153076673e+00,1.390868311099681572e-02,9.674266753831017298e-04
1.576175000000000215e-01,1.411121687958497017e-01,7.328213741522010594e+01,7.335168892746989400e+01,-6.955151224978435576e-02,2.045206892295408363e-01,7.942825762249213585e+04,3.520042292042379617e-01,2.301289099068481656e-02,8.234834875922032893e+00,1.507122146851585381e-02,9.853074138782202604e-04
1.649225000000000274e-01,1.479819312207802107e-01,7.254594954817650887e+01,7.270285952323575884e+01,-1.569099750592513054e-01,2.186248572984719196e-01,8.360316810956210247e+04,3.574888274314687586e-01,2.202191456387213309e-02,8.265295224577654309e+00,1.617015632796725208e-02,9.961088957590308584e-04
1.722275000000000056e-01,1.542171308910920691e-01,7.176155845079570383e+01,7.199793657214199527e+01,-2.363781213462984865e-01,2.320605891410047472e-01,8.746279379926182446e+04,3.627134951101975702e-01,2.119418811419038554e-02,8.297266755577489050e+00,1.723029655411560668e-02,1.006806064164403238e-03
1.795325000000000115e-01,1.599809209910725560e-01,7.095847790125094434e+01,7.126816893071777770e+01,-3.096910294668304697e-01,2.450735087942079726e-01,9.109642092326132115e+04,3.677737464991661653e-01,2.048277439380645493e-02,8.330622363285959509e+00,1.826964571401649973e-02,1.017508821597795741e-03
1.868375000000000175e-01,1.654483406316892835e-01,7.020275085796865255e+01,7.057485960085887200e+01,-3.721087428902229988e-01,2.579668116468931127e-01,9.459935679433256155e+04,3.727874832628933488e-01,1.985214116236859797e-02,8.365079907220309252e+00,1.931035415552700280e-02,1.028338916412892788e-03
1.941425000000000234e-01,1.698628110068120256e-01,6.960641381685456963e+01,7.000354782707707102e+01,-3.971340102225012769e-01,2.709283293919104163e-01,9.753139515998997376e+04,3.797481369261622164e-01,1.934638173398622527e-02,8.400216049253010908e+00,2.036578637907079242e-02,1.037541041785098933e-03
2.014475000000000016e-01,1.732486584844454280e-01,6.894558677351757581e+01,6.933520153150418253e+01,-3.896147579866048316e-01,2.833823317311449652e-01,9.991132028023203020e+04,3.877427989625299998e-01,1.894862877946107416e-02,8.437021264617925453e+00,2.139529220025910422e-02,1.045567965712204282e-03
2.087525000000000075e-01,1.763204260621158981e-01,6.830391077805158773e+01,6.867284178779829062e+01,-3.689310097466964589e-01,2.955334235831159617e-01,1.021406360558330925e+05,3.955430121055237280e-01,1.859526440744806858e-02,8.475010745325702644e+00,2.241316412491156998e-02,1.053687463448528885e-03
2.160575000000000134e-01,1.791022250282305883e-01,6.763914018129030126e+01,6.799503006710735065e+01,-3.558898858170533863e-01,3.073900746856823574e-01,1.042327766386130679e+05,4.031542133777062387e-01,1.827959300133482831e-02,8.514274582476829778e+00,2.342037266841531795e-02,1.061913446795921057e-03
2.233625000000000194e-01,1.816498392521899152e-01,6.698771384994147127e+01,6.732753544743512464e+01,-3.398215974936533712e-01,3.190651185361362829e-01,1.062170909549147764e+05,4.106488345686871710e-01,1.799372781414569633e-02,8.554678864939701199e+00,2.442526859143520634e-02,1.070261493091303768e-03
2.306675000000000253e-01,1.839941832823197287e-01,6.635491255277295863e+01,6.667415896372311579e+01,-3.192464109501543801e-01,3.306139250039777933e-01,1.081099536936632066e+05,4.180624195447348312e-01,1.773274485519495125e-02,8.596188174663213388e+00,2.543216686002906790e-02,1.078743520010132457e-03
2.379725000000000312e-01,1.861569583104688286e-01,6.575001083267382285e+01,6.604071643033113048e+01,-2.907055976573024725e-01,3.420695439744043109e-01,1.099223666800231877e+05,4.254161841893295826e-01,1.749310829765719083e-02,8.638754302413317987e+00,2.644367676509034454e-02,1.087363665586583289e-03
2.452775000000000094e-01,1.879114164374634799e-01,6.518464968510704693e+01,6.543633503445056476e+01,-2.516853493435128875e-01,3.534295401791898161e-01,1.115177780810437980e+05,4.332558220321050535e-01,1.729114852308477612e-02,8.682309591703983642e+00,2.745961364192511800e-02,1.095907391716176337e-03
2.525824999999999876e-01,1.885757412082595952e-01,6.462863966564043494e+01,6.481317806186829955e+01,-1.845383962278682732e-01,3.645518883728261494e-01,1.124891838371723716e+05,4.430311428258209006e-01,1.717634468494637356e-02,8.727086257189000662e+00,2.846983365751387662e-02,1.103777203799871090e-03
2.598874999999999935e-01,1.891114618403026137e-01,6.407099900084999433e+01,6.418570702049562726e+01,-1.147080196456370521e-01,3.754730812018663433e-01,1.134021940794364054e+05,4.526296701777141607e-01,1.707167417279779539e-02,8.772996005832682798e+00,2.947698410026858284e-02,1.111773048282382360e-03
2.671924999999999994e-01,1.895397689565679888e-01,6.353165236027557228e+01,6.357409987272587415e+01,-4.244751245029955433e-02,3.862619457096742037e-01,1.142668999773899704e+05,4.621118954891011432e-01,1.697544458280403346e-02,8.819915503074618357e+00,3.048615527588265789e-02,1.119893351545871683e-03
2.744975000000000054e-01,1.898628161294134697e-01,6.298830225683320805e+01,6.295680643722204195e+01,3.149581961116384998e-02,3.968937535204398737e-01,1.150849908978072344e+05,4.714560852373445021e-01,1.688702157365250950e-02,8.867947137617973041e+00,3.149587429282182244e-02,1.128146449517499188e-03
2.818025000000000113e-01,1.901016356749521963e-01,6.246597918063614685e+01,6.235874275208723105e+01,1.072364285489178504e-01,4.074572362728584030e-01,1.158663276784721093e+05,4.807402247738910561e-01,1.680497007572296850e-02,8.916937342056741045e+00,3.251277652930611300e-02,1.136531141970982366e-03
2.891075000000000172e-01,1.902030689784153517e-01,6.200466281867653606e+01,6.181871717702581748e+01,1.859456416507166421e-01,4.180132228700692010e-01,1.165744005534828611e+05,4.901990875293417149e-01,1.673196486530960023e-02,8.966645434574960660e+00,3.354102464764675134e-02,1.144855753974280323e-03
2.964125000000000232e-01,1.896034417610436007e-01,6.152220998080218095e+01,6.124323249402760894e+01,2.789774867745731246e-01,4.282815501931857560e-01,1.168670118354484148e+05,5.009831230704239191e-01,1.669614709027143762e-02,9.017580943005343741e+00,3.456015839272785078e-02,1.151778296345824185e-03
3.037175000000000291e-01,1.889592532221005539e-01,6.103194558406961079e+01,6.066320057391180143e+01,3.687450101578089723e-01,4.383231935478390517e-01,1.171412313245564437e+05,5.115290898496154259e-01,1.666299020333634681e-02,9.069554335420175306e+00,3.557432821266735129e-02,1.158828880430276195e-03
3.110225000000000350e-01,1.882796185660429999e-01,6.055949729653104896e+01,6.010050198522873188e+01,4.589953113023135800e-01,4.482071076121884046e-01,1.174003212092074391e+05,5.219094056694071337e-01,1.663203842531455270e-02,9.122424999433661696e+00,3.658856271285759049e-02,1.165992362576327279e-03
3.183275000000000410e-01,1.875629185521541786e-01,6.007855625279053413e+01,5.953150271045485908e+01,5.470535423356726046e-01,4.578885489045559365e-01,1.176443029345684627e+05,5.320770798874608909e-01,1.660323591959220885e-02,9.176313555038618119e+00,3.759969625995331077e-02,1.173282313985510436e-03
3.256325000000000469e-01,1.868173653361958619e-01,5.961462030881366303e+01,5.898009495443233163e+01,6.345253543813339503e-01,4.674305915064889128e-01,1.178758160865680984e+05,5.420983543672982519e-01,1.657622406801208606e-02,9.231064715226262152e+00,3.861226129584727218e-02,1.180681494153610223e-03
3.329375000000000528e-01,1.860414022804016687e-01,5.914628767843075963e+01,5.842570540550413938e+01,7.205822729266189164e-01,4.767910264833322143e-01,1.180947543975683657e+05,5.519289003066566446e-01,1.655097396200331736e-02,9.286783671047563971e+00,3.962321501647542155e-02,1.188201595647869844e-03
3.402425000000000033e-01,1.852410386114498875e-01,5.869097210137316267e+01,5.788498294852104920e+01,8.059891528521162529e-01,4.860147851733744861e-01,1.183029983293919213e+05,5.616159056392436844e-01,1.652723132200760447e-02,9.343355438582729988e+00,4.063578564499869400e-02,1.195829787872518778e-03
3.475475000000000092e-01,1.844161995717584213e-01,5.823636240815005038e+01,5.734607916178757847e+01,8.902832463624729131e-01,4.950797077962511006e-01,1.185007736282160913e+05,5.711360976496977493e-01,1.650493739930750103e-02,9.400835296501229621e+00,4.164835751127250046e-02,1.203572206933320064e-03
3.548525000000000151e-01,1.835713167207016494e-01,5.779479728172913866e+01,5.682098304192587079e+01,9.738142398032645364e-01,5.040156611170028000e-01,1.186893861063456134e+05,5.805208431074602160e-01,1.648391509640453542e-02,9.459134192395410423e+00,4.266303298980417963e-02,1.211418714605667305e-03
3.621575000000000211e-01,1.827056217146915962e-01,5.735288387802290089e+01,5.629637497537128610e+01,1.056508902651615678e+00,5.127914632942576212e-01,1.188687757214356534e+05,5.897373941194217206e-01,1.646414367573044088e-02,9.518317895659826888e+00,4.367745259402464053e-02,1.219376390353681550e-03
3.694625000000000270e-01,1.818231315737048048e-01,5.692245473924047872e+01,5.578373751595423613e+01,1.138717223286241254e+00,5.214361259170595675e-01,1.190400857486667082e+05,5.988162193293553592e-01,1.644547179346499480e-02,9.578299743435159996e+00,4.469365262592056576e-02,1.227435363106350570e-03
3.767675000000000329e-01,1.809237768911932942e-01,5.649463836316928678e+01,5.527421013503911240e+01,1.220428228130176818e+00,5.299292359873661873e-01,1.192034079694987886e+05,6.077358805332124803e-01,1.642786642214844398e-02,9.639119238830438974e+00,4.571003371947560817e-02,1.235599792851805028e-03
3.840725000000000389e-01,1.800103453297643152e-01,5.607648594257140218e+01,5.477451607646868581e+01,1.301969866102719031e+00,5.382871328252019083e-01,1.193595164397722401e+05,6.165135376638931630e-01,1.641122268639979079e-02,9.700718713221270662e+00,4.672768002264284654e-02,1.243862974000901076e-03
3.913775000000000448e-01,1.790830356958487413e-01,5.566081933252566216e+01,5.427799872124231939e+01,1.382820611283342993e+00,5.464945348571947914e-01,1.195085477511958161e+05,6.251331416585677037e-01,1.639550622255792067e-02,9.763124948191416408e+00,4.774533881962760018e-02,1.252227641680356924e-03
3.986825000000000507e-01,1.781443029267086309e-01,5.525347578889774525e+01,5.379054873122833413e+01,1.462927057669408670e+00,5.545673844480664139e-01,1.196511801831557241e+05,6.336114355584689939e-01,1.638062713126488615e-02,9.826285417613103590e+00,4.876407691689962215e-02,1.260687728389874593e-03
4.059875000000000567e-01,1.771944223195841273e-01,5.484847858531876597e+01,5.330647801969622890e+01,1.542000565622539954e+00,5.624942588884447314e-01,1.197875674766560260e+05,6.419364229692510193e-01,1.636655243728673409e-02,9.890221651687884474e+00,4.978292704873217567e-02,1.269245453087062452e-03
4.132925000000000626e-01,1.762356573146377781e-01,5.445159334470250201e+01,5.283154041352968733e+01,1.620052931172811128e+00,5.702922669015119128e-01,1.199183293197358871e+05,6.501260718688575135e-01,1.635320255558466232e-02,9.954881915953897931e+00,5.080306382330657816e-02,1.277894902381970918e-03
4.205975000000000130e-01,1.752682596079645216e-01,5.405749416213409120e+01,5.236065098171697940e+01,1.696843180417114239e+00,5.779516001656386237e-01,1.200435979140360869e+05,6.581700813303970055e-01,1.634054959530687606e-02,1.002028457069554435e+01,5.182363058633461528e-02,1.286637952447069761e-03
4.279025000000000190e-01,1.742941678353434887e-01,5.367116738092578743e+01,5.189876868474915028e+01,1.772398696176637367e+00,5.854872586280843727e-01,1.201638910625475401e+05,6.660842046464237054e-01,1.632852791121926564e-02,1.008638297011670026e+01,5.284564600410463636e-02,1.295469251102393266e-03
4.352075000000000249e-01,1.733138113170368255e-01,5.328938272212095484e+01,5.144284976429976552e+01,1.846532957821188203e+00,5.928920468114486919e-01,1.202793427310711122e+05,6.738608849596636752e-01,1.631711180686179832e-02,1.015318266203630770e+01,5.386840704458076973e-02,1.304389140581413030e-03
4.425125000000000308e-01,1.723283813769952710e-01,5.291406451450767179e+01,5.099489037582505802e+01,1.919174138682614661e+00,6.001691807725723082e-01,1.203902369708835176e+05,6.815034998476117156e-01,1.630626153651629565e-02,1.022065635857675048e+01,5.489196601641935930e-02,1.313394214875557731e-03
4.498175000000000368e-01,1.713381132003670981e-01,5.254159386033103374e+01,5.055146968671246555e+01,1.990124173618565973e+00,6.073080196490459048e-01,1.204966333072099224e+05,6.890008740297370871e-01,1.629596015017630364e-02,1.028881264277108976e+01,5.591529029621922220e-02,1.322485031293880661e-03
4.571225000000000427e-01,1.703441245789278080e-01,5.217381900450744325e+01,5.011453511865569510e+01,2.059283885851749041e+00,6.143130485221256487e-01,1.205988083246339374e+05,6.963577178424129599e-01,1.628617026292514258e-02,1.035762501436842875e+01,5.693852768905769551e-02,1.331658331205748695e-03
4.644275000000000486e-01,1.693467273622699942e-01,5.180739717434917679e+01,4.968100866078116695e+01,2.126388513568006289e+00,6.211789256540898307e-01,1.206968801485673612e+05,7.035684212687751682e-01,1.627687055808275593e-02,1.042710056507980099e+01,5.796109537819644358e-02,1.340914711854566737e-03
4.717325000000000546e-01,1.683474236583561157e-01,5.144727779405370427e+01,4.925537188052985726e+01,2.191905913523850113e+00,6.279211875106122109e-01,1.207912494849071227e+05,7.106493010654615361e-01,1.626801382138091598e-02,1.049719646170822429e+01,5.898407481493065513e-02,1.350249332395063711e-03
4.790375000000000605e-01,1.673464817180745079e-01,5.109075484781547516e+01,4.883493179140171492e+01,2.255823056413758909e+00,6.345350493318483442e-01,1.208820121282996552e+05,7.175953321666953544e-01,1.625958257935086054e-02,1.056791764774827769e+01,6.000692124929166149e-02,1.359662539107503844e-03
4.863425000000000664e-01,1.663448762629081423e-01,5.074016649977745885e+01,4.842196875636754072e+01,2.318197743409919021e+00,6.410267656818541271e-01,1.209694059239843191e+05,7.244130832607301729e-01,1.625154674218109649e-02,1.063923607644366953e+01,6.102993651985436779e-02,1.369150956744633572e-03
4.936475000000000168e-01,1.653427247426702273e-01,5.039254239865039153e+01,4.801352692484641693e+01,2.379015473803977709e+00,6.473882308653505779e-01,1.210534649941797397e+05,7.310940415583626617e-01,1.624389557360898101e-02,1.071115887089165675e+01,6.205225518538717844e-02,1.378715043539169858e-03
5.009525000000000228e-01,1.643409263965187328e-01,5.005036713245155511e+01,4.761197642008593789e+01,2.438390712365616331e+00,6.536253295821620179e-01,1.211344024014322640e+05,7.376443873078512015e-01,1.623660244169339295e-02,1.078365776554667654e+01,6.307413150809584867e-02,1.388351372657613226e-03
5.082574999999999177e-01,1.633394830031133504e-01,4.971007359050057062e+01,4.721377809701386496e+01,2.496295493486705208e+00,6.597295369910206597e-01,1.212122354531962919e+05,7.440551675231518169e-01,1.622965888511937113e-02,1.085674432217017049e+01,6.409465994081799123e-02,1.398060940373529277e-03
5.155625000000000346e-01,1.623394296946065463e-01,4.937540852549558679e+01,4.682238534989288326e+01,2.553023175602699979e+00,6.657126456595344743e-01,1.212872337369443558e+05,7.503387670323098391e-01,1.622303436166788737e-02,1.093038353596266532e+01,6.511462096910719533e-02,1.407839738318251077e-03
5.228674999999999295e-01,1.613409803047971269e-01,4.904444719876104841e+01,4.643604858600298968e+01,2.608398612758060953e+00,6.715714117600598554e-01,1.213594660494203126e+05,7.564917790922893737e-01,1.621671677435429851e-02,1.100457543364900914e+01,6.613354468256464613e-02,1.417687532160766999e-03
5.301725000000000465e-01,1.603446862638723269e-01,4.871809407992178365e+01,4.605563012770954856e+01,2.662463952212237306e+00,6.773087542800142469e-01,1.214290715944121621e+05,7.625172692913853023e-01,1.621068822234723525e-02,1.107930271230022967e+01,6.715145487982757122e-02,1.427602157450837128e-03
5.374774999999999414e-01,1.593507874648936729e-01,4.839540318963994991e+01,4.567998598169177882e+01,2.715417207948169320e+00,6.829221877514011219e-01,1.214961173608587706e+05,7.684126273334548340e-01,1.620493746839603635e-02,1.115456173933849904e+01,6.816792013826590557e-02,1.437582939031850507e-03
5.447825000000000584e-01,1.583597906097443386e-01,4.807739239516457985e+01,4.531004424479734638e+01,2.767348150367231252e+00,6.884149556797189984e-01,1.215607335081595811e+05,7.741812596232090504e-01,1.619944818926351976e-02,1.123033520300034027e+01,6.918298955909704673e-02,1.447627724140990819e-03
5.520874999999999533e-01,1.573718686693141300e-01,4.776272599666916818e+01,4.494444314795643436e+01,2.818282848712734268e+00,6.937844560254438075e-01,1.216229755120807677e+05,7.798204334383824765e-01,1.619421077317636376e-02,1.130662135988663763e+01,7.019621944695303428e-02,1.457736069048415264e-03
5.593925000000000702e-01,1.563875284606023042e-01,4.745266571670106259e+01,4.458434013503465110e+01,2.868325581666408386e+00,6.990360022019892483e-01,1.216829855883205018e+05,7.853357290489932918e-01,1.618920862556433998e-02,1.138340183952461970e+01,7.120785759896668121e-02,1.467905788324615256e-03
5.666974999999999651e-01,1.554071722738948058e-01,4.714829337379801188e+01,4.423057913954663434e+01,2.917714234251373995e+00,7.041718907778052872e-01,1.217408643485888460e+05,7.907295583644993187e-01,1.618442905235372917e-02,1.146066053039585242e+01,7.221786457938167425e-02,1.478134835398063097e-03
5.740025000000000821e-01,1.544307509583957017e-01,4.684735170605257082e+01,4.388084829344618498e+01,2.966503412606385393e+00,7.091841757361617704e-01,1.217965938520935306e+05,7.959935762938130654e-01,1.617986935734985754e-02,1.153840253315983411e+01,7.322527836145598101e-02,1.488423365249139747e-03
5.813074999999999770e-01,1.534586882172204181e-01,4.655090671626640386e+01,4.353648831572560596e+01,3.014418400540797016e+00,7.140759021401247297e-01,1.218502767591531883e+05,8.011309808328002102e-01,1.617551709755519346e-02,1.161660880655415617e+01,7.423010088140588603e-02,1.498768983708821797e-03
5.886125000000000940e-01,1.524910262573854480e-01,4.625713275141136904e+01,4.319594607818376630e+01,3.061186673227600963e+00,7.188425321065267104e-01,1.219019286245822441e+05,8.061370061912971341e-01,1.617136714210539589e-02,1.169527977841426214e+01,7.523166782627742355e-02,1.509171408566933013e-03
5.959174999999999889e-01,1.515281324550398212e-01,4.596712278068587665e+01,4.286028442934796345e+01,3.106838351337911863e+00,7.234876905917039247e-01,1.219516507290891750e+05,8.110154593825328329e-01,1.616740765500073937e-02,1.177439872886939831e+01,7.623004815312914295e-02,1.519628571556818665e-03
6.032225000000001058e-01,1.505700332359573845e-01,4.567922282151297253e+01,4.252780711938370928e+01,3.151415702129265917e+00,7.280085850450144225e-01,1.219994716540094232e+05,8.157634076050463978e-01,1.616363284593150262e-02,1.185396743255762431e+01,7.722475505549693253e-02,1.530140449666234082e-03
6.105275000000000007e-01,1.496172688690936281e-01,4.539614071951692154e+01,4.220114794687377469e+01,3.194992772643146406e+00,7.324151093971927873e-01,1.220455501076147630e+05,8.203912416943976993e-01,1.616002691259705790e-02,1.193395930543709760e+01,7.821646004493700011e-02,1.540704038628799974e-03
6.178324999999998957e-01,1.486697181052036576e-01,4.511514692274171523e+01,4.187768296045599925e+01,3.237463962285712427e+00,7.367013601252796473e-01,1.220898748296501435e+05,8.248927616338350699e-01,1.615658765587858064e-02,1.201438256238452418e+01,7.920438703276309889e-02,1.551319979205986483e-03
6.251375000000000126e-01,1.477278927637190042e-01,4.483916338050714501e+01,4.156028163810483989e+01,3.278881742402302457e+00,7.408768654871399351e-01,1.221325915969865455e+05,8.292779742207876392e-01,1.615330086034219917e-02,1.209520952093848223e+01,8.018917375092261823e-02,1.561985111877626630e-03
6.324424999999999075e-01,1.467916381374368417e-01,4.456550144532258884e+01,4.124646120444542419e+01,3.319040240877163761e+00,7.449337067126601264e-01,1.221736639080272871e+05,8.335385629791967066e-01,1.615016657950373025e-02,1.217644768907713093e+01,8.116981235029398223e-02,1.572699871256015352e-03
6.397475000000000245e-01,1.458611944325197418e-01,4.429498014808033446e+01,4.093716901484223314e+01,3.357811133238099099e+00,7.488743596414778603e-01,1.222131598784166126e+05,8.376771280932803210e-01,1.614717693427037207e-02,1.225808232256327557e+01,8.214626159531085436e-02,1.583462381845810720e-03
6.470524999999999194e-01,1.449365620714201386e-01,4.402649645069440965e+01,4.063128036826864076e+01,3.395216082425768445e+00,7.526958812917634578e-01,1.222510908666364703e+05,8.416905787752542167e-01,1.614432850417982582e-02,1.234011234858433426e+01,8.311797658449893156e-02,1.594272233075788581e-03
6.543575000000000363e-01,1.440178916278920251e-01,4.376048530487338439e+01,4.032888652261777906e+01,3.431598782255605773e+00,7.564008641916368791e-01,1.222875213685964118e+05,8.455816377582872079e-01,1.614161400116109063e-02,1.242252901636060436e+01,8.408496450055187588e-02,1.605128327842451907e-03
6.616624999999999313e-01,1.431054341829797183e-01,4.349789306725659088e+01,4.003111816731458106e+01,3.466774899942007160e+00,7.599952174786713810e-01,1.223225450791048497e+05,8.493565109557282833e-01,1.613902418416580248e-02,1.250531710919575978e+01,8.504756373044014550e-02,1.616028923243869632e-03
6.689675000000000482e-01,1.421991583900422407e-01,4.323722586755832964e+01,3.973666578287101458e+01,3.500560084687312390e+00,7.634770726615199843e-01,1.223561770153052494e+05,8.530132360346232012e-01,1.613655582033412042e-02,1.258847724558170711e+01,8.600535797875426269e-02,1.626973886505620089e-03
6.762724999999999431e-01,1.412993519820140986e-01,4.298028486888017596e+01,3.944738425924014535e+01,3.532900609640033274e+00,7.668533206618924902e-01,1.223885146476265072e+05,8.565590500007944641e-01,1.613419976936619066e-02,1.267198995734030653e+01,8.695877868304609237e-02,1.637960987010838882e-03
6.835775000000000601e-01,1.404058378316064004e-01,4.272503656215056367e+01,3.916087526980160050e+01,3.564161292348962284e+00,7.701173400234171407e-01,1.224195238424385461e+05,8.599869988471677829e-01,1.613195662537062272e-02,1.275586301449147619e+01,8.790691875705838876e-02,1.648990743301764674e-03
6.908824999999999550e-01,1.395189303913940415e-01,4.247416639680828609e+01,3.887953255536717734e+01,3.594633841441109645e+00,7.732771510157385730e-01,1.224493084351819271e+05,8.633055056469640665e-01,1.612981708085113597e-02,1.284007394108586730e+01,8.885032308742955853e-02,1.660060603807645037e-03
6.981875000000000719e-01,1.386383737624184154e-01,4.222426803875431034e+01,3.860021215330468891e+01,3.624055885449620984e+00,7.763242759871763488e-01,1.224778147649737366e+05,8.665056669737388750e-01,1.612778327572110190e-02,1.292463537607719815e+01,8.978789204776983779e-02,1.671171602128900067e-03
7.054924999999999669e-01,1.377645853764213058e-01,4.197890663224694663e+01,3.832640641128635650e+01,3.652500220960591903e+00,7.792717420714808663e-01,1.225051891425693320e+05,8.696011642255374596e-01,1.612584316629699435e-02,1.300951846411564716e+01,9.072071386611942068e-02,1.682320659083341025e-03
7.127975000000000838e-01,1.368973732712050750e-01,4.173571380656618146e+01,3.805580496605897167e+01,3.679908840507213341e+00,7.821127649505289492e-01,1.225313911096102092e+05,8.725848723540958751e-01,1.612399813131278059e-02,1.309473081256453320e+01,9.164784515310685220e-02,1.693508254390037066e-03
7.201024999999999787e-01,1.360370524098503675e-01,4.149807462524179869e+01,3.779171786200951999e+01,3.706356763232280471e+00,7.848544804225184857e-01,1.225565078470940061e+05,8.754642855402053891e-01,1.612224061439573516e-02,1.318024522025850054e+01,9.256971811201995803e-02,1.704731185108103019e-03
7.274075000000000957e-01,1.351830521385098127e-01,4.126003060781435750e+01,3.752840023213437348e+01,3.731630375679985789e+00,7.874743263896978318e-01,1.225803542611202574e+05,8.782157085454516121e-01,1.612058212925577411e-02,1.326609034542810761e+01,9.348365052924526020e-02,1.715991699346093883e-03
7.347124999999999906e-01,1.343357394970783047e-01,4.102532499415368505e+01,3.726948187877987806e+01,3.755843115373806107e+00,7.899836276102421007e-01,1.226030547957110975e+05,8.808510348935618683e-01,1.611901259274656911e-02,1.335223744906890175e+01,9.439053477437955864e-02,1.727286633486394820e-03
