”¼Œar[mm],—ƒŒ·’·chord[mm],æ•tŠptheta[deg]
0.0,-0.049721400806770115,nan
0.001,-0.04876495796134679,nan
0.002,-0.047808515115923475,nan
0.003,-0.04685207227050015,nan
0.004,-0.04589562942507684,nan
0.005,-0.04493918657965352,nan
0.006,-0.0439827437342302,nan
0.007,-0.04302630088880688,nan
0.008,-0.04206985804338356,nan
0.009000000000000001,-0.04111341519796024,nan
0.01,-0.04015697235253692,nan
0.011,-0.0392005295071136,nan
0.012,-0.038244086661690276,nan
0.013000000000000001,-0.03728764381626696,nan
0.014,-0.03633120097084364,nan
0.015,-0.035374758125420326,nan
0.016,-0.034418315279997,nan
0.017,-0.033461872434573686,nan
0.018000000000000002,-0.03250542958915036,nan
0.019,-0.03154898674372705,nan
0.02,-0.03059254389830373,nan
0.021,-0.029636101052880413,nan
0.022,-0.02867965820745709,nan
0.023,-0.027723215362033773,nan
0.024,-0.02676677251661045,nan
0.025,-0.025810329671187134,nan
0.026000000000000002,-0.02485388682576381,nan
0.027,-0.023897443980340494,nan
0.028,-0.02294100113491717,nan
0.029,-0.021984558289493854,nan
0.03,-0.021028115444070537,nan
0.031,-0.020071672598647214,nan
0.032,-0.019115229753223897,nan
0.033,-0.018158786907800574,nan
0.034,-0.017202344062377257,nan
0.035,-0.016245901216953934,nan
0.036000000000000004,-0.015289458371530616,nan
0.037,-0.0143330155261073,nan
0.038,-0.01337657268068398,nan
0.039,-0.01242012983526066,nan
0.04,-0.01146368698983734,nan
0.041,-0.01050724414441402,nan
0.042,-0.0095508012989907,nan
0.043000000000000003,-0.00859435845356738,nan
0.044,-0.007637915608144067,nan
0.045,-0.006681472762720747,nan
0.046,-0.005725029917297427,nan
0.047,-0.004768587071874107,nan
0.048,-0.003812144226450787,nan
0.049,-0.002855701381027467,nan
0.05,-0.001899258535604147,nan
0.051000000000000004,-0.000942815690180827,nan
0.052000000000000005,1.3627155242494637e-05,nan
0.053,0.0009700700006658076,nan
0.054,0.0019265128460891276,nan
0.055,0.0028829556915124475,nan
0.056,0.0038393985369357675,nan
0.057,0.0047958413823590874,nan
0.058,0.005752284227782407,nan
0.059000000000000004,0.006708727073205727,nan
0.06,0.007665169918629041,nan
0.061,0.008621612764052362,nan
0.062,0.009578055609475682,nan
0.063,0.010534498454899002,nan
0.064,0.011490941300322322,nan
0.065,0.012447384145745642,nan
0.066,0.013403826991168962,nan
0.067,0.014360269836592282,nan
0.068,0.015316712682015603,nan
0.069,0.016273155527438923,nan
0.07,0.01733757927348035,nan
0.07100000000000001,0.018418495779558546,nan
0.07200000000000001,0.01949941228563674,nan
0.073,0.020580328791714925,nan
0.074,0.02166124529779312,nan
0.075,0.022742161803871317,nan
0.076,0.023831722485685665,82.71684038680537
0.077,0.02498947610941855,82.57342188760077
0.078,0.026147229733151436,82.43000338839617
0.079,0.02730498335688432,82.28658488919157
0.08,0.028462736980617204,82.14316638998697
0.081,0.02962049060435009,81.99974789078237
0.082,0.030778244228082972,81.85632939157777
0.083,0.03198424439395371,81.71282897150455
0.084,0.03327695338030996,81.56918132301709
0.085,0.03456966236666621,81.42553367452962
0.08600000000000001,0.03586237135302246,81.28188602604216
0.08700000000000001,0.037155080339378706,81.1382383775547
0.088,0.03844778932573494,80.99459072906724
0.089,0.039740498312091185,80.85094308057978
0.09,0.04119442258023668,80.73368740418414
0.091,0.0427547087977784,80.63384385875366
0.092,0.044314995015320116,80.53400031332318
0.093,0.04587528123286184,80.43415676789269
0.094,0.04743556745040356,80.3343132224622
0.095,0.048995853667945274,80.23446967703173
0.096,0.05055613988548699,80.13462613160124
0.097,0.05242525033609096,80.11224748749406
0.098,0.05434993092892736,80.1038079554244
0.099,0.056274611521763766,80.09536842335474
0.1,0.05819929211460017,80.08692889128508
0.101,0.06012397270743658,80.07848935921544
0.10200000000000001,0.06204865330027298,80.07004982714578
0.10300000000000001,0.06396123726944689,80.04641136813399
0.10400000000000001,0.06575514355241838,79.87365911236556
0.105,0.06754904983538985,79.70090685659714
0.106,0.06934295611836136,79.52815460082873
0.107,0.07113686240133285,79.35540234506031
0.108,0.07293076868430436,79.18265008929188
0.109,0.07472467496727585,79.00989783352347
0.11,0.07656007715071951,78.8688200565439
0.111,0.07847693424990482,78.789918108298
0.112,0.08039379134909014,78.7110161600521
0.113,0.08231064844827544,78.63211421180618
0.114,0.08422750554746075,78.55321226356028
0.115,0.08614436264664606,78.47431031531438
0.116,0.08806121974583137,78.39540836706848
0.117,0.08978588331481552,78.25826870333445
0.11800000000000001,0.09137279443940657,78.07938784437931
0.11900000000000001,0.09295970556399763,77.90050698542419
0.12,0.09454661668858867,77.72162612646906
0.121,0.09613352781317973,77.54274526751392
0.122,0.09772043893777078,77.3638644085588
0.123,0.09930735006236184,77.18498354960366
0.124,0.10079625002554676,77.03344035546434
0.125,0.1022647186590126,76.88759594945883
0.126,0.10373318729247843,76.7417515434533
0.127,0.10520165592594427,76.5959071374478
0.128,0.1066701245594101,76.45006273144229
0.129,0.10813859319287594,76.30421832543676
0.13,0.10959409058829389,76.1581902436771
0.131,0.1108836455935132,76.00981237899349
0.132,0.11217320059873251,75.86143451430988
0.133,0.1134627556039518,75.71305664962627
0.134,0.11475231060917111,75.56467878494266
0.135,0.11604186561439042,75.41630092025905
0.136,0.11733142061960972,75.26792305557544
0.137,0.11861920739358418,75.12598129690538
0.138,0.11990319316653625,74.99787463226443
0.139,0.12118717893948833,74.86976796762347
0.14,0.1224711647124404,74.74166130298252
0.14100000000000001,0.12375515048539247,74.61355463834157
0.14200000000000002,0.12503913625834454,74.48544797370063
0.14300000000000002,0.12632312203129661,74.35734130905968
0.14400000000000002,0.12763827506617154,74.25709778955807
0.145,0.12897766930476418,74.17852560516484
0.146,0.13031706354335684,74.09995342077161
0.147,0.13165645778194954,74.02138123637837
0.148,0.1329958520205422,73.94280905198515
0.149,0.1343352462591349,73.86423686759191
0.15,0.13567464049772757,73.78566468319869
