RHO   : 1.225
NU    : 1.463e-05
B     : 2
U_inf : 7.9
RPM   : 140
power : 188.01420530060614
R_out : 1.375
R_in  : 0.059
N     : 200
M     : 200
dt    : 0.05
thrust: 20.990420378579408
eta   : 0.8819776182637341
optsucess:Optimization terminated successfully
îºåar[m],óÉå∑í∑chord[m],éÊïtäptheta[deg],ó¨ì¸äpphi[deg],å}äpalpha[deg],èzä¬gamma,Re,ógóÕåWêîCL,çRóÕåWêîCD,ó¨ì¸ë¨ìxV,ã«èäógóÕdL,ã«èäçRóÕdD
1.280899999999999817e-01,1.129546314693353343e-01,7.637828069719783741e+01,7.593504266538201364e+01,4.432380318158246624e-01,1.572357180938871446e-01,6.273533569650852587e+04,3.426294205039758234e-01,2.741176905774934253e-02,8.125545179518264050e+00,1.029830381848497421e-02,8.239068482315942393e-04
1.346699999999999842e-01,1.218463264775140886e-01,7.554446612135528483e+01,7.529767779073945633e+01,2.467883306158228374e-01,1.712372240305894411e-01,6.786404316073941300e+04,3.449404440454094112e-01,2.586075110253495749e-02,8.148386415447999909e+00,1.124687263862069429e-02,8.431964967001413531e-04
1.412499999999999867e-01,1.305026073308437617e-01,7.478501812151996830e+01,7.469960373382410523e+01,8.541438769585973922e-02,1.851624851091018265e-01,7.289711149398321868e+04,3.472388829646611552e-01,2.455723287824683118e-02,8.172133591578557343e+00,1.219692745583188936e-02,8.625842399177082115e-04
1.478299999999999892e-01,1.389888636800199473e-01,7.432469716565928763e+01,7.436347729549983399e+01,-3.878012984055069501e-02,1.993427234044114482e-01,7.786271522148532677e+04,3.499907065316229526e-01,2.341322837283759187e-02,8.195847447985746825e+00,1.316910425143735276e-02,8.809698073418709835e-04
1.544099999999999639e-01,1.455215458198949041e-01,7.357058268052171002e+01,7.368953469244753762e+01,-1.189520119258275499e-01,2.124213213690603619e-01,8.178277597885520663e+04,3.550764978282813789e-01,2.244095584402931720e-02,8.222026544794132974e+00,1.407793523526336410e-02,8.897303114170989572e-04
1.609899999999999942e-01,1.516423473882099193e-01,7.287794272028236264e+01,7.307414260759769320e+01,-1.961998873153281697e-01,2.251878087136719997e-01,8.550247393788257614e+04,3.600409206510964411e-01,2.160472076500206604e-02,8.249022883488276392e+00,1.497301865021656922e-02,8.984753354204932799e-04
1.675699999999999690e-01,1.573718754653845586e-01,7.218174189677357333e+01,7.245010095135607742e+01,-2.683590545825076945e-01,2.376469874992844233e-01,8.903504242156597320e+04,3.648858423470344725e-01,2.087877104567198092e-02,8.277099493003282404e+00,1.585522725741719471e-02,9.072362403961647384e-04
1.741499999999999992e-01,1.627785498005882570e-01,7.150837357764176261e+01,7.184280240158491893e+01,-3.344288239431496557e-01,2.498934658093406869e-01,9.241705976824187383e+04,3.696480525604189382e-01,2.023899023556049309e-02,8.306140987652984364e+00,1.673077971795878388e-02,9.160445591411169519e-04
1.807299999999999740e-01,1.678684915881466233e-01,7.083266274280963160e+01,7.122203583384386150e+01,-3.893730910342286244e-01,2.619123193858758358e-01,9.565254640472577012e+04,3.743217477898750922e-01,1.967224356483615946e-02,8.336268114771998583e+00,1.759906450037588416e-02,9.249077442302449086e-04
1.873099999999999765e-01,1.715347127820204820e-01,7.028634513988338028e+01,7.068317004912690038e+01,-3.968249092435252035e-01,2.738699675730779104e-01,9.810252843798694084e+04,3.816364779149559738e-01,1.924892642745815521e-02,8.367052754340138065e+00,1.847051054233098469e-02,9.316129853450422780e-04
1.938899999999999790e-01,1.746759385019628075e-01,6.965534907383509733e+01,7.004179753444087453e+01,-3.864484606057825844e-01,2.853797940948605838e-01,1.002839273154920229e+05,3.890250402929305573e-01,1.888830520180745029e-02,8.399289960644248154e+00,1.932091886828394070e-02,9.380872040748660474e-04
2.004699999999999815e-01,1.775963563766302655e-01,6.908065948633762332e+01,6.944829077973795961e+01,-3.676312934003420074e-01,2.967636779413163062e-01,1.023614543099437724e+05,3.963327556389414363e-01,1.856123257971566132e-02,8.432313067158952791e+00,2.017062937138314541e-02,9.446399211640149054e-04
2.070499999999999841e-01,1.802815869104013591e-01,6.849183524697191672e+01,6.884706740708337236e+01,-3.552321601114504235e-01,3.079444762421431614e-01,1.043286708887774439e+05,4.035101032318760272e-01,1.826548060435565640e-02,8.466357997288920245e+00,2.101507910806772739e-02,9.512785845335628918e-04
2.136299999999999866e-01,1.827542325971542869e-01,6.790174658367797633e+01,6.824175704566675904e+01,-3.400104619887868718e-01,3.189467050216538424e-01,1.061973288034798607e+05,4.105728207698264298e-01,1.799651193505220903e-02,8.501400478202128852e+00,2.185599473180747238e-02,9.580070821685475512e-04
2.202099999999999891e-01,1.850505124938033596e-01,6.733808912402635372e+01,6.765898647875911820e+01,-3.208973547327643727e-01,3.298437135804877518e-01,1.079858069404901471e+05,4.175679937481412973e-01,1.774952170818847388e-02,8.537303324638312318e+00,2.269817319836394884e-02,9.648290193514766399e-04
2.267899999999999916e-01,1.871649872337999010e-01,6.677406463409744219e+01,6.706874232971247807e+01,-2.946776956150380378e-01,3.405893665296663153e-01,1.096917181972924882e+05,4.244660062383222021e-01,1.752306176634002913e-02,8.574198951119752721e+00,2.353892491393995423e-02,9.717481002439115135e-04
2.333699999999999941e-01,1.891185609284577185e-01,6.625024468223429608e+01,6.651453385917810124e+01,-2.642891769438003302e-01,3.512637367998062143e-01,1.113234993172136456e+05,4.313523190630375037e-01,1.731453330398845941e-02,8.611861189166662101e+00,2.438329092666076739e-02,9.787481929564162408e-04
2.399499999999999689e-01,1.898344252808419619e-01,6.573518855928152504e+01,6.593713620247544327e+01,-2.019476431939133676e-01,3.617342506206283614e-01,1.122471735296944971e+05,4.405547491337066801e-01,1.720461520708830086e-02,8.650570866216638066e+00,2.522297922792087962e-02,9.850118579951049145e-04
2.465299999999999714e-01,1.904425786645618790e-01,6.523378507522404846e+01,6.537062855204466416e+01,-1.368434768206116259e-01,3.720709117548325340e-01,1.131219533349730627e+05,4.496395374143500878e-01,1.710346788791494363e-02,8.690147911752774235e+00,2.606242780551868907e-02,9.913672174295859972e-04
2.531100000000000017e-01,1.909471591704516580e-01,6.473008710751676631e+01,6.479967920205447740e+01,-6.959209453770930087e-02,3.822612316974696167e-01,1.139504221980449802e+05,4.585957078826395916e-01,1.701033521856899766e-02,8.730659749010682091e+00,2.690105425483265214e-02,9.978199593719699369e-04
2.596899999999999764e-01,1.913650495211895730e-01,6.424535932630728041e+01,6.424568235789691073e+01,-3.230315896341935666e-04,3.923627148844812673e-01,1.147403378742617351e+05,4.674738006132613810e-01,1.692396143148311785e-02,8.771983950572826316e+00,2.774262436814388735e-02,1.004366670813747675e-03
2.662700000000000067e-01,1.916965367294411748e-01,6.375986521845502608e+01,6.368949536770937669e+01,7.036985074565235698e-02,4.023500206642941501e-01,1.154923719564395142e+05,4.762515439605217171e-01,1.684394680225209315e-02,8.814209325583551191e+00,2.858573547121306957e-02,1.011013221240657364e-03
2.728500000000000369e-01,1.919556661576052869e-01,6.329128993730157049e+01,6.314906271907354096e+01,1.422272182280268082e-01,4.122776132217927936e-01,1.162129307595274149e+05,4.849768059528032360e-01,1.676932875425155359e-02,8.857228395727272385e+00,2.943401989946224998e-02,1.017757447768130076e-03
2.794300000000000117e-01,1.918081495113160839e-01,6.288763704368553675e+01,6.266351013431247452e+01,2.241269093730655360e-01,4.221932945702502327e-01,1.166950578672879783e+05,4.945890957907205787e-01,1.671714173680760238e-02,8.900814177854840636e+00,3.029026327260644913e-02,1.023812754229508088e-03
2.860099999999999865e-01,1.912928739549058510e-01,6.244709600548581818e+01,6.213634820746979415e+01,3.107477980160261444e-01,4.318405755027161508e-01,1.169655135191287991e+05,5.047208940064148441e-01,1.668419061485795774e-02,8.945474169561814293e+00,3.113786234039450651e-02,1.029301613615675676e-03
2.925900000000000167e-01,1.907387945766835236e-01,6.200149880886840492e+01,6.160558502443286244e+01,3.959137844355447022e-01,4.412926625725337448e-01,1.172201691916991695e+05,5.146476950997965760e-01,1.665352080165991358e-02,8.990992519799625882e+00,3.198131559706493543e-02,1.034885630755411155e-03
2.991700000000000470e-01,1.901534471519394365e-01,6.157125841810366040e+01,6.109047650791930550e+01,4.807819101843560650e-01,4.506079872680029963e-01,1.174617078658774553e+05,5.244308651752681572e-01,1.662475974158418232e-02,9.037252870334095078e+00,3.282443823940900396e-02,1.040553551706509955e-03
3.057500000000000218e-01,1.895347635278527842e-01,6.113051574838569735e+01,6.056647553693682084e+01,5.640402114488785035e-01,4.597465731456462645e-01,1.176900643460278370e+05,5.340284200445868379e-01,1.659787177221128118e-02,9.084379083467513993e+00,3.366477620748462019e-02,1.046318169144194602e-03
3.123299999999999965e-01,1.888903545205541379e-01,6.070469631596445481e+01,6.005784544092415445e+01,6.468508750403003660e-01,4.687717133836421524e-01,1.179076706830226030e+05,5.435068316716382686e-01,1.657253226758156547e-02,9.132225022664753666e+00,3.450642635767443150e-02,1.052164997618608346e-03
3.189100000000000268e-01,1.882205064109941373e-01,6.028384500831346315e+01,5.955517316759088686e+01,7.286718407225745153e-01,4.776683970530076206e-01,1.181148767757411115e+05,5.528503352306075591e-01,1.654866793925544380e-02,9.180830931651117410e+00,3.534845862197323607e-02,1.058098126422480495e-03
3.254900000000000015e-01,1.875275449457412535e-01,5.987195297062635291e+01,5.906203842008545735e+01,8.099145505408963386e-01,4.864375819471895568e-01,1.183123717173492041e+05,5.620599366183899326e-01,1.652616904810642884e-02,9.230164020574342487e+00,3.619082820651527838e-02,1.064113817701129675e-03
3.320700000000000318e-01,1.868103814763011072e-01,5.945345851995402597e+01,5.856347925881660643e+01,8.899792611374213180e-01,4.950470867915849338e-01,1.185000737360679486e+05,5.711018383139134791e-01,1.650501584621015885e-02,9.280298370241307993e+00,3.703142555465827740e-02,1.070219397983149549e-03
3.386500000000000066e-01,1.860741266322878673e-01,5.904573254934877724e+01,5.807638180710426212e+01,9.693507422445166721e-01,5.035397749069608908e-01,1.186794953728532564e+05,5.800210563709147227e-01,1.648501158673643802e-02,9.331125443012350473e+00,3.787300730633922502e-02,1.076403963980062523e-03
3.452299999999999813e-01,1.853187371668603145e-01,5.863935212396305729e+01,5.759125550863178944e+01,1.048096615331267190e+00,5.119023095692996073e-01,1.188508558579171513e+05,5.888035842524684815e-01,1.646610875244061342e-02,9.382688700472471055e+00,3.871474283688539769e-02,1.082672019879528380e-03
3.518100000000000116e-01,1.845475603456228630e-01,5.824481978932251991e+01,5.711834787672641767e+01,1.126471912596102243e+00,5.201582392337897875e-01,1.190150899726697680e+05,5.974741530924491117e-01,1.644818323657190259e-02,9.434916197424858098e+00,3.955810796105956040e-02,1.089016160561715558e-03
3.583899999999999864e-01,1.837599589253834376e-01,5.785166039799298687e+01,5.664715935270407243e+01,1.204501045288914884e+00,5.282836938467008192e-01,1.191721397645638936e+05,6.060076940067337103e-01,1.643122192265090292e-02,9.487858045633984716e+00,4.040148854237525511e-02,1.095441247380976547e-03
3.649700000000000166e-01,1.829584013115935770e-01,5.746703608640267191e+01,5.618460934350058977e+01,1.282426742902082806e+00,5.362923224741289463e-01,1.193226626936761313e+05,6.144185415611435053e-01,1.641513540281311009e-02,9.541461571012657572e+00,4.124567994716406283e-02,1.101941714508651625e-03
3.715499999999999914e-01,1.821430440975735088e-01,5.708485520868311625e+01,5.572498804578155074e+01,1.359867162901568838e+00,5.441712823348481276e-01,1.194667804204136482e+05,6.226932079689304622e-01,1.639989359923215220e-02,9.595749352988526937e+00,4.208976458247441765e-02,1.108519656125350533e-03
3.781300000000000217e-01,1.813156923357297778e-01,5.670880504740272698e+01,5.527210976332599301e+01,1.436695284076736856e+00,5.519292924380316823e-01,1.196049916595711984e+05,6.308408501357767317e-01,1.638542772820382465e-02,9.650687182328949731e+00,4.293422865002784888e-02,1.115171442147088344e-03
3.847099999999999964e-01,1.804770061767801137e-01,5.633626520498053480e+01,5.482355390690575803e+01,1.512711298074774557e+00,5.595620061573930437e-01,1.197375303057767160e+05,6.388569031339310644e-01,1.637169847137938741e-02,9.706278408993755491e+00,4.377870846031083757e-02,1.121897268171770769e-03
3.912900000000000267e-01,1.796282951737250000e-01,5.596881494973844440e+01,5.438099606318917978e+01,1.587818886549265285e+00,5.670741570956765454e-01,1.198647673852163571e+05,6.467463383027971524e-01,1.635865353053045021e-02,9.762501754802743292e+00,4.462343140845050071e-02,1.128694838334696332e-03
3.978700000000000014e-01,1.787703757519221726e-01,5.560548841338851389e+01,5.394361134466907259e+01,1.661877068719443296e+00,5.744647089105917592e-01,1.199869515264163201e+05,6.545080672516618847e-01,1.634625453061921974e-02,9.819351184154996304e+00,4.546823843611343119e-02,1.135563388326909931e-03
4.044500000000000317e-01,1.779041381680612210e-01,5.524605756914161248e+01,5.351128008442987749e+01,1.734777484711736317e+00,5.817343777002123018e-01,1.201043425498932193e+05,6.621428420433334017e-01,1.633446301136730686e-02,9.876816523767580236e+00,4.631308357760870187e-02,1.142501742231781655e-03
4.110300000000000065e-01,1.770305949254044053e-01,5.489144516599988322e+01,5.308499906532323820e+01,1.806446100676647459e+00,5.888860030557030445e-01,1.202172154767772154e+05,6.696536448823208199e-01,1.632324007331881904e-02,9.934880821963847808e+00,4.715805405626228436e-02,1.149508023489051456e-03
4.176099999999999812e-01,1.761502171600807798e-01,5.453940910212198645e+01,5.266266009224641920e+01,1.876749009875567253e+00,5.959158528496226737e-01,1.203257256974473712e+05,6.770365562018140215e-01,1.631255964105840853e-02,9.993546390884551656e+00,4.800279818372112789e-02,1.156582316178842622e-03
4.241900000000000115e-01,1.752642542595158059e-01,5.419300324902366839e+01,5.224732870442711175e+01,1.945674544596553313e+00,6.028314255721122228e-01,1.204301873276606057e+05,6.842994510900954896e-01,1.630238087164620833e-02,1.005278371250088654e+01,4.884770959415084962e-02,1.163721474922778778e-03
4.307699999999999863e-01,1.743727463101572839e-01,5.384767615834795151e+01,5.183461631664764013e+01,2.013059841700309605e+00,6.096241049133439560e-01,1.205306562165634241e+05,6.914332804987185499e-01,1.629268894241313673e-02,1.011260955488894808e+01,4.969210026406679220e-02,1.170927051578545463e-03
4.373500000000000165e-01,1.734772556066398186e-01,5.350896717322660834e+01,5.143012435647938929e+01,2.078842816747221267e+00,6.163077096579380187e-01,1.206275086471929390e+05,6.984525572358349921e-01,1.628343880168234281e-02,1.017297884576913880e+01,5.053679830289355135e-02,1.178194358189273627e-03
4.439299999999999913e-01,1.725775448205078832e-01,5.317101948454546090e+01,5.102819006986325689e+01,2.142829414682204003e+00,6.228697796487270288e-01,1.207207245063415467e+05,7.053441953553586385e-01,1.627462412911025863e-02,1.023391659305782930e+01,5.138083002717337006e-02,1.185525735719227718e-03
4.505100000000000215e-01,1.716750784670682539e-01,5.284009468499351669e+01,5.063460792836411883e+01,2.205486756629397860e+00,6.293230196230990003e-01,1.208106348286827706e+05,7.121215376671965469e-01,1.626620582124043909e-02,1.029537661101272583e+01,5.222492658456492909e-02,1.192916321006866299e-03
4.570899999999999963e-01,1.707693684363400244e-01,5.250897135892952150e+01,5.024240107138508193e+01,2.266570287544439122e+00,6.356510514563656900e-01,1.208971541551492992e+05,7.187673834848905541e-01,1.625818442799584554e-02,1.035739243803074494e+01,5.306781223595525426e-02,1.200369268760164906e-03
4.636700000000000266e-01,1.698619786935908205e-01,5.218476601638066370e+01,4.985849036125145517e+01,2.326275655129207198e+00,6.418699830718942456e-01,1.209806370514772570e+05,7.252986497232034591e-01,1.625052000358235063e-02,1.041991111651812751e+01,5.391046318016526340e-02,1.207879072497931297e-03
4.702500000000000013e-01,1.689523725085687045e-01,5.186016025746064884e+01,4.947565712108112024e+01,2.384503136379528598e+00,6.479636441958458448e-01,1.210609926811872137e+05,7.316983539854611251e-01,1.624321418433958414e-02,1.048296804968479279e+01,5.475160865755649559e-02,1.215449100736261737e-03
4.768300000000000316e-01,1.680421133877770257e-01,5.154280652333957846e+01,4.910133017694153779e+01,2.441476346398037123e+00,6.539501063683942350e-01,1.211385775994752476e+05,7.379854754223449387e-01,1.623622821725671447e-02,1.054650738764889084e+01,5.559237884623645376e-02,1.223073597174972535e-03
4.834100000000000064e-01,1.671306245433717141e-01,5.122531896250580274e+01,4.872823589293788871e+01,2.497083069567913149e+00,6.598126837500980502e-01,1.212132863765478978e+05,7.441424901782252022e-01,1.622956560651716076e-02,1.061056514647737359e+01,5.643144334387675820e-02,1.230755969600059140e-03
4.899899999999999811e-01,1.662193342702753818e-01,5.091516839415747597e+01,4.836351653869138545e+01,2.551651855466092744e+00,6.655681353120354027e-01,1.212854371055527736e+05,7.501869989132731176e-01,1.622319228710568037e-02,1.067508754408210869e+01,5.726983727377567279e-02,1.238490647917940514e-03
4.965700000000000114e-01,1.653075305200824296e-01,5.060391665958862006e+01,4.799904117656427616e+01,2.604875483024342575e+00,6.711976183010953667e-01,1.213548926866118127e+05,7.560992125310908030e-01,1.621711492440725336e-02,1.074011616058497154e+01,5.810605189152323602e-02,1.246281580130141750e-03
5.031499999999999861e-01,1.643967075541118428e-01,5.029968644623052398e+01,4.764275656824697336e+01,2.656929877983549293e+00,6.767216425959351467e-01,1.214219993112579250e+05,7.619006709819957646e-01,1.621129806526699565e-02,1.080559262015021282e+01,5.894142598946593842e-02,1.254122829260097315e-03
5.097300000000000164e-01,1.634862910132297287e-01,4.999546843269485663e+01,4.728758095156860719e+01,2.707887481126250773e+00,6.821245998718411530e-01,1.214866538954627758e+05,7.675749820413195756e-01,1.620574580739190390e-02,1.087155219850692411e+01,5.977467861533920096e-02,1.262017744224218970e-03
5.163100000000000467e-01,1.625775436186310541e-01,4.969830618079338080e+01,4.694033672320509254e+01,2.757969457588286488e+00,6.874241521689450352e-01,1.215491491145294858e+05,7.731406947933012752e-01,1.620042843172263269e-02,1.093794390027787955e+01,6.060695440909330545e-02,1.269961126068641427e-03
5.228900000000000770e-01,1.616699925574078267e-01,4.940207192556194116e+01,4.659498606526994280e+01,2.807085860291996138e+00,6.926058931172763833e-01,1.216093911147117324e+05,7.785826793340244745e-01,1.619534960017375222e-02,1.100479664695024518e+01,6.143702629599907816e-02,1.277955631006151517e-03
5.294699999999999962e-01,1.607646611420239791e-01,4.911263718939650857e+01,4.625723582097435127e+01,2.855401368422155972e+00,6.976829367814177951e-01,1.216676046941915702e+05,7.839147083583105635e-01,1.619048621527492682e-02,1.107206673426521171e+01,6.226568620135778526e-02,1.285996707778228575e-03
5.360500000000000265e-01,1.598610156469846000e-01,4.882373794710906623e+01,4.592083174462499784e+01,2.902906202484065279e+00,7.026385790134905829e-01,1.217236675810928864e+05,7.891192387825842758e-01,1.618584449418751167e-02,1.113978445278931773e+01,6.309148670766037692e-02,1.294087056263805218e-03
5.426299999999999457e-01,1.589599200050677563e-01,4.854041461338182017e+01,4.559051451221996132e+01,2.949900101161857524e+00,7.074843322788646471e-01,1.217777767878778686e+05,7.942083612650223667e-01,1.618140424360471966e-02,1.120791249989213867e+01,6.391510999052822661e-02,1.302222795015472740e-03
5.492099999999999760e-01,1.580610593536481423e-01,4.825767847927942711e+01,4.526155908535545791e+01,2.996119393923971863e+00,7.122095569567791218e-01,1.218298764975012600e+05,7.991709018291035527e-01,1.617716635421867499e-02,1.127647189286856744e+01,6.473557667542072236e-02,1.310405809968420406e-03
5.557900000000000063e-01,1.571652365951633212e-01,4.797970849311268182e+01,4.493829791791551287e+01,3.041410575197167621e+00,7.168276210579499486e-01,1.218801732463097724e+05,8.040208998697686571e-01,1.617311053453605874e-02,1.134542837349303568e+01,6.555376079090173558e-02,1.318632661660308928e-03
5.623700000000000365e-01,1.562723732389982301e-01,4.770369009431148299e+01,4.461803273203614850e+01,3.085657362275336268e+00,7.213338251025382952e-01,1.219286701868560049e+05,8.087534198842802891e-01,1.616923329604958923e-02,1.141479077754574512e+01,6.636914697350389247e-02,1.326904090529764518e-03
5.689500000000000668e-01,1.553829945409106739e-01,4.743232653458569814e+01,4.430333926574520831e+01,3.128987268840490721e+00,7.257359040658506455e-01,1.219755015704785474e+05,8.133765853231282872e-01,1.616552084668605380e-02,1.148453595741624866e+01,6.718217246185086144e-02,1.335217695043755494e-03
5.755300000000000971e-01,1.544971222825405888e-01,4.716431766387328395e+01,4.399292999163392182e+01,3.171387672239363464e+00,7.300294942378761087e-01,1.220206687741224741e+05,8.178858133168371847e-01,1.616197018939203450e-02,1.155466430566098346e+01,6.799229828041961077e-02,1.343573247052640531e-03
5.821099999999999053e-01,1.536148398777224533e-01,4.689893415402713828e+01,4.368615219939358241e+01,3.212781954633558978e+00,7.342112185758752352e-01,1.220641829983325151e+05,8.222775572167875247e-01,1.615857760354964465e-02,1.162517240318124401e+01,6.879904355613050693e-02,1.351970115923565533e-03
5.886899999999999356e-01,1.527362835729969837e-01,4.663587177023706687e+01,4.338275310950535157e+01,3.253118660731712630e+00,7.382798838201490854e-01,1.221060769234852341e+05,8.265505638339645245e-01,1.615533778283661723e-02,1.169605455626273915e+01,6.960210958045083551e-02,1.360407505445810532e-03
5.952699999999999658e-01,1.518615844214474819e-01,4.637467903955326420e+01,4.308232787108903494e+01,3.292351168464231925e+00,7.422356085368698730e-01,1.221463947200348630e+05,8.307049576893121845e-01,1.615224466729725875e-02,1.176730613974636697e+01,7.040132294261951251e-02,1.368884803858235952e-03
6.018499999999999961e-01,1.509909929641264636e-01,4.611589016857825385e+01,4.278551646231212402e+01,3.330373706266128941e+00,7.460825968185024193e-01,1.221852193308904825e+05,8.347451540182563301e-01,1.614928940863877282e-02,1.183891650567283627e+01,7.119686153954779551e-02,1.377400894697250943e-03
6.084300000000000264e-01,1.501247345711797243e-01,4.586004162592509914e+01,4.249293130759768644e+01,3.367110318327413587e+00,7.498245286482519978e-01,1.222226248094321782e+05,8.386750176245206800e-01,1.614646406620074207e-02,1.191087535354928484e+01,7.198886150522007532e-02,1.385954679743584992e-03
6.150100000000000566e-01,1.492629429881266734e-01,4.560739630643698916e+01,4.220466552734828980e+01,3.402730779088696256e+00,7.534618381085820271e-01,1.222586499901581992e+05,8.424950043915773179e-01,1.614376353992608495e-02,1.198317555281148827e+01,7.277717018863649745e-02,1.394545273866375397e-03
6.215900000000000869e-01,1.484056014321137040e-01,4.535686458773301410e+01,4.191947607964189615e+01,3.437388508091119732e+00,7.569911422416345514e-01,1.222932945369851077e+05,8.462015614586123613e-01,1.614118575958036275e-02,1.205581785195969857e+01,7.356131052454442654e-02,1.403172520561367506e-03
6.281699999999998951e-01,1.475530020687717547e-01,4.511014823099300486e+01,4.163926136884017382e+01,3.470886862152827934e+00,7.604166638137813683e-01,1.223266313103402208e+05,8.497991236728215103e-01,1.613872330806430389e-02,1.212878485004432250e+01,7.434142816604975834e-02,1.411834521919484893e-03
6.347499999999999254e-01,1.467049646671267082e-01,4.486445366186443096e+01,4.136145709380518554e+01,3.502996568059248528e+00,7.637300488291881573e-01,1.223586093300953944e+05,8.532789174739981997e-01,1.613637801416929404e-02,1.220208503891496754e+01,7.511659751036407762e-02,1.420531771901394850e-03
6.413299999999999557e-01,1.458617065258637491e-01,4.462099646942158415e+01,4.108732191133280764e+01,3.533674558088780060e+00,7.669343767715125493e-01,1.223892877107145760e+05,8.566441770073126571e-01,1.613414365498465342e-02,1.227570499382755109e+01,7.588686821058839016e-02,1.429262774555776659e-03
6.479099999999999859e-01,1.450232247290261234e-01,4.437919916343317084e+01,4.081589993321001231e+01,3.563299230223162084e+00,7.700276304153961249e-01,1.224186748775561864e+05,8.598927837359005011e-01,1.613201782623017305e-02,1.234964411255561245e+01,7.665186635486127831e-02,1.438027272514263684e-03
6.544900000000000162e-01,1.441897021931770329e-01,4.414026928851500742e+01,4.054818402238795727e+01,3.592085266127051923e+00,7.730133070752375213e-01,1.224468301888157584e+05,8.630284106204686445e-01,1.612999453824840931e-02,1.242389087718874841e+01,7.741169568465029738e-02,1.446824013235263346e-03
6.610700000000000465e-01,1.433611356867208753e-01,4.390319220857162463e+01,4.028332982816940699e+01,3.619862380402216306e+00,7.758898524534462160e-01,1.224737635413577809e+05,8.660494253016333133e-01,1.612807147842974798e-02,1.249844424032442269e+01,7.816602213166368163e-02,1.455652709064405052e-03
6.676500000000000767e-01,1.425376976291345410e-01,4.366909494640174216e+01,4.002249180426761654e+01,3.646603142134125175e+00,7.786605764457099621e-01,1.224995290136026306e+05,8.689593039086225268e-01,1.612624327243546152e-02,1.257329211344500841e+01,7.891492985553807959e-02,1.464512032903454112e-03
