”¼Œar[mm],—ƒŒ·’·chord[mm],æ•tŠptheta[deg]
0.0,-0.06254843149168773,nan
0.001,-0.061388353358393474,nan
0.002,-0.06022827522509923,nan
0.003,-0.05906819709180497,nan
0.004,-0.057908118958510724,nan
0.005,-0.05674804082521648,nan
0.006,-0.05558796269192222,nan
0.007,-0.05442788455862796,nan
0.008,-0.053267806425333714,nan
0.009000000000000001,-0.05210772829203946,nan
0.01,-0.0509476501587452,nan
0.011,-0.049787572025450956,nan
0.012,-0.048627493892156703,nan
0.013000000000000001,-0.04746741575886245,nan
0.014,-0.0463073376255682,nan
0.015,-0.045147259492273946,nan
0.016,-0.04398718135897969,nan
0.017,-0.042827103225685434,nan
0.018000000000000002,-0.04166702509239118,nan
0.019,-0.04050694695909693,nan
0.02,-0.039346868825802676,nan
0.021,-0.038186790692508424,nan
0.022,-0.03702671255921418,nan
0.023,-0.035866634425919926,nan
0.024,-0.034706556292625666,nan
0.025,-0.033546478159331414,nan
0.026000000000000002,-0.03238640002603716,nan
0.027,-0.031226321892742916,nan
0.028,-0.030066243759448663,nan
0.029,-0.02890616562615441,nan
0.03,-0.02774608749286015,nan
0.031,-0.0265860093595659,nan
0.032,-0.025425931226271646,nan
0.033,-0.024265853092977394,nan
0.034,-0.02310577495968314,nan
0.035,-0.02194569682638889,nan
0.036000000000000004,-0.020785618693094636,nan
0.037,-0.01962554055980039,nan
0.038,-0.01846546242650613,nan
0.039,-0.01730538429321188,nan
0.04,-0.016145306159917626,nan
0.041,-0.014985228026623372,nan
0.042,-0.013825149893329119,nan
0.043000000000000003,-0.012665071760034867,nan
0.044,-0.011504993626740621,nan
0.045,-0.010344915493446365,nan
0.046,-0.009184837360152113,nan
0.047,-0.00802475922685786,nan
0.048,-0.006864681093563604,nan
0.049,-0.0057046029602693515,nan
0.05,-0.004544524826975097,nan
0.051000000000000004,-0.0033844466936808447,nan
0.052000000000000005,-0.0022243685603865904,nan
0.053,-0.0010642904270923449,nan
0.054,9.57877062019094e-05,nan
0.055,0.001255865839496162,nan
0.056,0.002415943972790416,nan
0.057,0.0035760221060846704,nan
0.058,0.004736100239378924,nan
0.059000000000000004,0.005896178372673177,nan
0.06,0.007056256505967423,nan
0.061,0.008216334639261677,nan
0.062,0.009376412772555931,nan
0.063,0.010536490905850184,nan
0.064,0.011696569039144438,nan
0.065,0.012856647172438692,nan
0.066,0.014016725305732947,nan
0.067,0.0151768034390272,nan
0.068,0.01633688157232145,nan
0.069,0.017502777541100748,nan
0.07,0.018707608255049163,nan
0.07100000000000001,0.019912438968997578,nan
0.07200000000000001,0.021117269682945992,nan
0.073,0.02232210039689439,nan
0.074,0.023526931110842805,nan
0.075,0.02473176182479122,nan
0.076,0.02596455619726673,82.64179741449361
0.077,0.02722022992671896,82.49094335143874
0.078,0.02847590365617119,82.34008928838388
0.079,0.02973157738562342,82.18923522532901
0.08,0.03098725111507565,82.03838116227413
0.081,0.032242924844527884,81.88752709921927
0.082,0.03349859857398011,81.7366730361644
0.083,0.03491735876786987,81.6126374150594
0.084,0.03634116287303089,81.48943123030335
0.085,0.037764966978191906,81.3662250455473
0.08600000000000001,0.039188771083352926,81.24301886079125
0.08700000000000001,0.040612575188513945,81.11981267603521
0.088,0.042036379293674944,80.99660649127917
0.089,0.04354393278854223,80.8733998361806
0.09,0.04518247891859112,80.75019244541811
0.091,0.046821025048640004,80.62698505465562
0.092,0.04845957117868889,80.50377766389313
0.093,0.050098117308737776,80.38057027313063
0.094,0.05173666343878666,80.25736288236814
0.095,0.05337520956883554,80.13415549160565
0.096,0.05536117205304758,80.10230884392699
0.097,0.05742862726231023,80.09189249400872
0.098,0.05949608247157288,80.08147614409044
0.099,0.06156353768083553,80.07105979417219
0.1,0.06363099289009817,80.06064344425391
0.101,0.06569844809936083,80.05022709433565
0.10200000000000001,0.06775716496666484,80.02125657750962
0.10300000000000001,0.06978662738480297,79.93016993668805
0.10400000000000001,0.0718160898029411,79.83908329586646
0.105,0.0738455522210792,79.74799665504487
0.106,0.07587501463921734,79.65691001422329
0.107,0.07790447705735547,79.56582337340171
0.108,0.0799339394754936,79.47473673258013
0.109,0.08178299789908082,79.31785305802539
0.11,0.08353491571021758,79.12554021146052
0.111,0.08528683352135433,78.93322736489563
0.112,0.08703875133249107,78.74091451833074
0.113,0.08879066914362783,78.54860167176587
0.114,0.09054258695476458,78.35628882520098
0.115,0.09228666574579959,78.1674728127468
0.116,0.09392659755548305,78.0251147391918
0.117,0.09556652936516649,77.88275666563683
0.11800000000000001,0.09720646117484993,77.74039859208186
0.11900000000000001,0.09884639298453338,77.59804051852687
0.12,0.10048632479421679,77.4556824449719
0.121,0.10212625660390023,77.31332437141693
0.122,0.10370670765128003,77.17649741989386
0.123,0.10522525015013968,77.04542735048564
0.124,0.10674379264899934,76.91435728107743
0.125,0.108262335147859,76.78328721166922
0.126,0.10978087764671868,76.65221714226101
0.127,0.11129942014557834,76.52114707285278
0.128,0.112817962644438,76.39007700344457
0.129,0.11418433397046647,76.26296591543237
0.13,0.11553565540028087,76.13624637503077
0.131,0.11688697683009527,76.00952683462917
0.132,0.11823829825990967,75.88280729422756
0.133,0.11958961968972408,75.75608775382597
0.134,0.12094094111953847,75.62936821342436
0.135,0.12228045606438324,75.50637830373437
0.136,0.12359600026701693,75.39096067458006
0.137,0.12491154446965062,75.27554304542575
0.138,0.1262270886722843,75.16012541627146
0.139,0.127542632874918,75.04470778711715
0.14,0.12885817707755168,74.92929015796284
0.14100000000000001,0.13017372128018537,74.81387252880855
0.14200000000000002,0.1314698857900964,74.7325499274629
0.14300000000000002,0.1327595904024332,74.6625923353868
0.14400000000000002,0.13404929501477,74.59263474331071
0.145,0.1353389996271068,74.52267715123463
0.146,0.1366287042394436,74.45271955915854
0.147,0.13791840885178042,74.38276196708244
0.148,0.139157641182114,74.30521396467549
0.149,0.14015045001796125,74.19060690006492
0.15,0.14114325885380852,74.07599983545434
0.151,0.14213606768965578,73.96139277084376
0.152,0.14312887652550305,73.84678570623319
0.153,0.1441216853613503,73.73217864162261
0.154,0.14511449419719757,73.61757157701204
0.155,0.14607037149243382,73.50847666584978
0.156,0.147000584496737,73.40321223420247
